"Doc.ID","Text","Reference","Length"
473,"""I must think your language too strong in speaking of both,"" replied","Q3Mja",68
474,"","gWh3Y",0
475,"Darcy was not of a disposition in which happiness overflows in mirth;","PIG03",69
476,"Chapter 53","8B3RV",10
477,"reflection, and she sat in misery till Mr. Darcy appeared again, when,","Q3Mja",70
478,"Longbourn House. Elizabeth tried to be diverted by them; but all sense","gWh3Y",70
479,"me. But of course she did not mention my name to you.""","pD0Qu",54
480,"in the course of Jane and Elizabeth's correspondence with her, made her","gWh3Y",71
481,"To this Mary very gravely replied, ""Far be it from me, my dear sister,","5d23N",70
482,"Wickham again, and was resolved to avoid it as long as possible. The","nyEWd",68
483,"Mr. Collins returned, the gentlemen accompanied him. Charlotte had seen","nyEWd",71
484,"He scarcely needed an invitation to stay supper; and before he went","Q3Mja",67
485,"her equally avoid the name of his friend. But now she would no longer","0mIZL",69
486,"seeing that you were about five times as pretty as every other woman","pD0Qu",68
487,"","gWh3Y",0
488,"repeat his persuasion of their not marrying--and from _that_, I am","0mIZL",66
489,"herself. His apparent partiality had subsided, his attentions were over,","nyEWd",72
490,"occasion of testifying his respect towards anybody connected with the","TGzfh",69
491,"messages to his sister. Mr. Hurst and Mr. Bingley were at piquet, and","8B3RV",69
492,"","0mIZL",0
493,"""His misfortunes!"" repeated Darcy contemptuously; ""yes, his misfortunes","0mIZL",71
494,"""No, indeed, I did not. I knew nothing at all of Lady Catherine's","gWh3Y",65
495,"","5d23N",0
496,"""Oh, yes!--that, that is the worst of all. Till I was in Kent, and saw","5d23N",70
497,"","yQdWV",0
498,"very much surprised--so lately as Mr. Collins was wishing to marry","pD0Qu",66
499,"detested, had given him an invitation to dinner which he thought himself","5d23N",72
500,"all for Jane's sake, you know; and there is no occasion for talking","pD0Qu",67
501,"promises fairly; and I hope among different people, where they may each","yQdWV",71
502,"","8B3RV",0
503,"meaning?""--and asked Elizabeth whether she could at all understand him?","nyEWd",71
504,"Mrs. Bennet was really in a most pitiable state. The very mention of","gWh3Y",68
505,"","0mIZL",0
506,"letter, which promises well. I am impatient to see him.""","TGzfh",56
507,"deference for his opinion.","Q3Mja",26
508,"two cousins found a temptation from this period of walking thither","yQdWV",66
509,"to her nieces. She shared in their attendance on Mrs. Bennet, and was a","8B3RV",71
510,"","nyEWd",0
511,"""You are over-scrupulous, surely. I dare say Mr. Bingley will be very","pD0Qu",69
512,"begging pardon, protested that he never read novels. Kitty stared at","5d23N",68
513,"slightly affected by his enumeration of the windows in front of the","0mIZL",67
514,"""Dear Sir,--","5d23N",12
515,"power, by running away.","yQdWV",23
516,"I mention it to you? Mr. Robinson's asking him how he liked our Meryton","PIG03",71
517,"Anxiety on Jane's behalf was another prevailing concern; and Mr. Darcy's","TGzfh",72
518,"destined by Lady Catherine, who talked of his coming with the greatest","8B3RV",70
519,"her, an affectation and a sameness to disgust and weary. In his present","5d23N",71
520,"","0mIZL",0
521,"soon as she was in the hall. ""Kitty and I are going up stairs to sit in","nyEWd",71
522,"","5d23N",0
523,"should want one of my girls I shall not say nay to him; and I thought","Q3Mja",69
524,"","PIG03",0
525,"visible below, she had willingly turned to look at some drawings of Miss","gWh3Y",72
526,"","8B3RV",0
527,"Miss Bingley's attention was quite as much engaged in watching Mr.","5d23N",66
528,"it.","PIG03",3
529,"","8B3RV",0
530,"last obliged to accept the second-hand intelligence of their neighbour,","5d23N",71
531,"""Do you prefer reading to cards?"" said he; ""that is rather singular.""","5d23N",69
532,"out so little, that it is very improbable that they should meet at all,","nyEWd",71
533,"regulars. Thank Heaven! he has _some_ friends, though perhaps not so","TGzfh",68
534,"thing; and as soon as Nicholls has made white soup enough, I shall send","yQdWV",71
535,"","pD0Qu",0
536,"walking, the tone of her voice, her address and expressions, or the word","5d23N",72
537,"","yQdWV",0
538,"condition in life is so decidedly beneath my own?""","0mIZL",50
539,"","PIG03",0
540,"sister, of whose rectitude and delicacy she was sure her opinion could","yQdWV",70
541,"eye on Charlotte. Once or twice she could discern a faint blush; but","5d23N",68
542,"""From the very beginning--from the first moment, I may almost say--of","8B3RV",69
543,"and avarice begin? Last Christmas you were afraid of his marrying me,","yQdWV",69
544,"which soon brought to her recollection that Mr. Darcy's explanation","gWh3Y",67
545,"a daughter married before I have, and that the Longbourn estate is just","TGzfh",71
546,"activity which took their brother by surprise, and hurrying off as if","8B3RV",69
547,"made up the match, gave the money, paid the fellow's debts, and got him","pD0Qu",71
548,"give me no hope from law. A man of honour could not have doubted the","5d23N",68
549,"prejudice to which he attributed her excessive commendation of her","PIG03",66
550,"boxes, work-bags, and parcels, and the unwelcome addition of Kitty's and","0mIZL",72
551,"""And then you have added so much to it yourself, you are always buying","Q3Mja",70
552,"","yQdWV",0
553,"","pD0Qu",0
554,"Elizabeth's impatience to acquaint Jane with what had happened could","8B3RV",68
555,"at Netherfield that I had any apprehension of his feeling a serious","0mIZL",67
556,"Elizabeth was sitting with her mother and sisters, reflecting on what","8B3RV",69
557,"rest, and talked only to each other. Elizabeth preserved as steady a","gWh3Y",68
558,"accepted any refreshment, seemed to do it only for the sake of finding","Q3Mja",70
559,"They did not see the gentlemen again till Tuesday; and Mrs. Bennet, in","gWh3Y",70
560,"again.""","nyEWd",7
561,"and nothing to reproach him with. Thank God! I have not _that_ pain. A","yQdWV",70
562,"respecting his abilities, and grateful for his affectionate treatment of","5d23N",72
563,"herself; when her father continued:","yQdWV",35
564,"to uncommon advantage. The picturesque would be spoilt by admitting a","PIG03",69
565,"hope at least he has not deceived us. Haggerston has our directions,","Q3Mja",68
566,"","8B3RV",0
567,"the temptation, added, ""When you met us there the other day, we had just","yQdWV",72
568,"""About a month ago I received this letter; and about a fortnight ago","PIG03",68
569,"growing every moment more unconcerned and indifferent. Your profusion","TGzfh",69
570,"","pD0Qu",0
571,"very bad! It is almost past belief. And poor Mr. Darcy! Dear Lizzy, only","5d23N",72
572,"accomplishment of her earnest desire in the establishment of so many","0mIZL",68
573,"they were just returned from the library, where such and such officers","yQdWV",70
574,"wishing to be intimate with me; but if the same circumstances were to","gWh3Y",69
575,"officer, sometimes another, had been her favourite, as their attentions","gWh3Y",71
576,"dilatory correspondent; but at such a time they had hoped for exertion.","gWh3Y",71
577,"""Then you would drink a great deal more than you ought,"" said Mrs.","8B3RV",66
578,"Collins.""","pD0Qu",9
579,"that remains will not be too much for his parish duties, and the care","nyEWd",69
580,"thinking only of his breakfast.","gWh3Y",31
581,"kind of moral extractions from the evil before them.","0mIZL",52
582,"they were to expect, that the sight of such rooms, so many servants, and","TGzfh",72
583,"determined if possible to find out, led the way across the street, under","0mIZL",72
584,"","8B3RV",0
585,"never appeared dissatisfied. On the strength of Darcy's regard, Bingley","8B3RV",71
586,"","8B3RV",0
587,"","pD0Qu",0
588,"""You cannot be too much upon your guard. Risk anything rather than her","nyEWd",70
589,"""and pray what is the result?""","yQdWV",30
590,"actions been what Mr. Wickham represented them, so gross a violation of","5d23N",71
591,"objectionable? If they believed him attached to me, they would not try","5d23N",70
592,"his repeating it. Elizabeth had never been more at a loss to make her","nyEWd",69
593,"her mother followed her.","gWh3Y",24
594,"spent ten minutes of every day in a rational manner.""","5d23N",53
595,"pleasant, I can tell you, to be making new acquaintances every day; but","PIG03",71
596,"Pemberley, Mr. Darcy!""","8B3RV",22
597,"to you without rather wishing to give you pain than not. Now be sincere;","nyEWd",72
598,"emotion, that she was the happiest creature in the world.","pD0Qu",57
599,"return my visit till yesterday; and not a note, not a line, did I","yQdWV",65
600,"wilful ill-nature, or a voluntary penance, for on these occasions it was","pD0Qu",72
601,"worst, but I cannot think so ill of him. Many circumstances might make","8B3RV",70
602,"inquiries to be necessary on _your_ side. If you do not choose to","5d23N",65
603,"","TGzfh",0
604,"flatter myself that my present overtures are highly commendable, and","8B3RV",68
605,"again enjoying the pleasure of anticipation, console herself for the","PIG03",68
606,"could partake; and she was sensible that nothing less than a perfect","pD0Qu",68
607,"moment, or are the result of previous study?""","0mIZL",45
608,"niece Georgiana went to Ramsgate last summer, I made a point of her","PIG03",67
609,"","PIG03",0
610,"Bingley had received his sanction to be happy, had she not seen his eyes","pD0Qu",72
611,"connection could not be so great an evil to my friend as to me. But","nyEWd",67
612,"character and ideas between us. We seem to have been designed for each","5d23N",70
613,"retrospections must be so totally void of reproach, that the contentment","5d23N",72
614,"security for her husband's not being killed in a duel.","gWh3Y",54
615,"for backgammon.","yQdWV",15
616,"","8B3RV",0
617,"""As often as I can. But you know married women have never much time for","TGzfh",71
618,"""We have dined nine times at Rosings, besides drinking tea there twice!","nyEWd",71
619,"Jenkinson's room. She would be in nobody's way, you know, in that part","8B3RV",70
620,"smiled and shook her head by turns.","0mIZL",35
621,"""But if that is the case, you must write to your mother and beg that","TGzfh",68
622,"ever had anything from him, except a few presents. Well! I am so happy!","gWh3Y",71
623,"forbearance; and though Mrs. Phillips, as well as her sister, stood in","pD0Qu",70
624,"either from the Archbishop, or Lady Catherine de Bourgh, by venturing to","TGzfh",72
625,"first introduction. He was too happy, however, to need much attention;","nyEWd",70
626,"you, that if Darcy were not such a great tall fellow, in comparison with","8B3RV",72
627,"for it, was able to assure with tolerable firmness that the prospect of","PIG03",71
628,"","yQdWV",0
629,"","0mIZL",0
630,"were returned, and to lament over his absence from the Netherfield ball.","yQdWV",72
631,"","0mIZL",0
632,"Miss Bennet's mind gave a glow of such sweet animation to her face, as","5d23N",70
633,"yourself or me, that selfishness is prudence, and insensibility of","8B3RV",66
634,"beauty. Mrs. Long said so too, for I asked her whether you did not. And","5d23N",71
635,"for the kindness he had received at Longbourn in the winter, and his","TGzfh",68
636,"","gWh3Y",0
637,"It was not to be supposed that time would give Lydia that embarrassment","PIG03",71
638,"manners are thus softened. My reproofs at Hunsford could not work such a","pD0Qu",72
639,"the neighbourhood that he should give up the place entirely, for then we","yQdWV",72
640,"indirect boast.""","gWh3Y",16
641,"wishes; and never had she so honestly felt that she could have loved","yQdWV",68
642,"","nyEWd",0
643,"","nyEWd",0
644,"and throw into the account of accident or mistake whatever could not be","8B3RV",71
645,"","TGzfh",0
646,"talking over their route the evening before, Mrs. Gardiner expressed","5d23N",68
647,"despise, and where he was reduced to meet, frequently meet, reason","5d23N",66
648,"his companions in the ----shire might be able to give more information;","TGzfh",71
649,"succeeding day was expected to bring some news of importance.","PIG03",61
650,"""Nay, if you are serious about it, I shall consider the matter is","5d23N",65
651,"","5d23N",0
652,"instantly comprehended that he was uppermost in her thoughts; and the","5d23N",69
653,"were kindly smiled on by the mother and daughter.","8B3RV",49
654,"him, and Lydia exclaimed. Other books were produced, and after some","TGzfh",67
655,"mother, went forward to meet her; but, instead of the expected summons,","nyEWd",71
656,"soon discovered, and, alike sensible that no time was to be lost in","Q3Mja",67
657,"often talk of it between themselves. Well, if they can be easy with an","pD0Qu",70
658,"kind.""","nyEWd",6
659,"account that their niece was taken suddenly ill; but satisfying them","yQdWV",68
660,"society she was of course carefully kept, and though Mrs. Wickham","TGzfh",65
661,"its contents as quickly complied with. Mrs. Bennet, accompanied by her","TGzfh",70
662,"must marry. A clergyman like you must marry. Choose properly, choose","yQdWV",68
663,"consider what he must have suffered. Such a disappointment! and with the","pD0Qu",72
664,"","PIG03",0
665,"","gWh3Y",0
666,"The dinner was exceedingly handsome, and there were all the servants and","8B3RV",72
667,"But Elizabeth was not formed for ill-humour; and though every prospect","gWh3Y",70
668,"they returned to the rest of the family. Charlotte did not stay much","5d23N",68
669,"and be satisfied that _we_ shall take no offence.""","gWh3Y",50
670,"and blessing which few can boast. You see on what a footing we are. You","gWh3Y",71
671,"half an hour's quiet reflection in her own room, she was able to join","TGzfh",69
672,"Sir William and Lady Lucas were speedily applied to for their consent;","gWh3Y",70
673,"","Q3Mja",0
674,"through every walk and cross walk, and scarcely allowing them an","nyEWd",64
675,"","PIG03",0
676,"""You will laugh when you know where I am gone, and I cannot help","pD0Qu",64
677,"determine what to say in reply. You wanted me, I know, to say 'Yes,'","TGzfh",68
678,"it was evident that he was very much in love with her. They saw much to","TGzfh",71
679,"think no more about him.""","gWh3Y",25
680,"had you been absolutely, irrevocably decided against me, you would have","yQdWV",71
681,"wanted to counteract her mother's schemes.","nyEWd",42
682,"in every respect, been as pleasing as when we were in Derbyshire. His","pD0Qu",69
683,"steady gravity.","TGzfh",15
684,"said.","PIG03",5
685,"","8B3RV",0
686,"","TGzfh",0
687,"not like at all; and in her air altogether there is a self-sufficiency","Q3Mja",70
688,"how ardently did she long to know whether any of his were directed in","8B3RV",69
689,"basis the excellent understanding, and super-excellent disposition of","PIG03",69
690,"nothing of the effects that such a step might produce. But as to your","5d23N",69
691,"conversation passed, by the arrival of the very persons of whom they had","yQdWV",72
692,"satisfactory; it was gratifying to know that his resentment had not made","yQdWV",72
693,"there in much estimation; for though the chief of his concerns with the","TGzfh",71
694,"Not a word, however, passed his lips in allusion to it, till their","TGzfh",66
695,"my power, that I was not so mean as to resent the past; and I hoped to","gWh3Y",70
696,"","PIG03",0
697,"letter. She wrote also with great pleasure of her brother's being an","gWh3Y",68
698,"supposed about Mr. Bingley. We may as well wait, perhaps, till the","Q3Mja",66
699,"","Q3Mja",0
700,"you on an affair of importance. I understand that Mr. Collins has made","0mIZL",70
701,"character, though he had assured her that respect for the father would","pD0Qu",70
702,"of her own. She is a selfish, hypocritical woman, and I have no opinion","5d23N",71
703,"struck with the action of doing a very gallant thing, and called out to","TGzfh",71
704,"the goodwill of Mrs. Hurst and Miss Bingley; and though the mother was","nyEWd",70
705,"overcoming it after this explanation.""","yQdWV",38
706,"determined on following him thither, that he may not be obliged to spend","pD0Qu",72
707,"","gWh3Y",0
708,"one or the other again!""","TGzfh",24
709,"a musical turn, you would have been invaluable; but as it is, I would","Q3Mja",69
710,"speaking) a stranger to our family, should have been amongst you at such","yQdWV",72
711,"mingling with a very good opinion of himself, of his authority as a","5d23N",67
712,"","nyEWd",0
713,"Charlotte's evident enjoyment of it, Elizabeth supposed he must be often","yQdWV",72
714,"On reaching the house, they were shown through the hall into the saloon,","5d23N",72
715,"how I should like to be married before any of you; and then I would","TGzfh",67
716,"","Q3Mja",0
717,"conceal, by incessant employment the feelings which were divided between","nyEWd",72
718,"five minutes longer; but unable to waste such a precious occasion, she","Q3Mja",70
719,"cooking was owing. But he was set right there by Mrs. Bennet, who","yQdWV",65
720,"to go away just as they were all getting so intimate together. After","yQdWV",68
721,"it will last. And what sort of table do they keep? Charlotte is an","nyEWd",66
722,"placed within, and it was pronounced to be ready. After an affectionate","yQdWV",71
723,"every remarkable spot and point of view. They gradually ascended for","gWh3Y",68
724,"life.""","gWh3Y",6
725,"Chapter 3","yQdWV",9
726,"""Be not alarmed, madam, on receiving this letter, by the apprehension","5d23N",69
727,"","nyEWd",0
728,"confidence, one cannot wonder. I am truly glad, dearest Lizzy, that you","gWh3Y",71
729,"know what he really is; then pray do not pain me by speaking of him in","TGzfh",70
730,"Gardiner's in town so much in love with her that my sister-in-law was","yQdWV",69
731,"his partners. Oh that he had sprained his ankle in the first dance!""","PIG03",68
732,"his formal civility was just what it had been, and he detained her some","PIG03",71
733,"her authority, but stating it to be such as might be relied on.","pD0Qu",63
734,"mentioned between them; and, if she might judge by his complexion, _his_","Q3Mja",72
735,"had none of its usual sedateness; and he repeated his inquiries as","gWh3Y",66
736,"of Bingley, which of course was to be inferior only to his own, he","gWh3Y",66
737,"","Q3Mja",0
738,"and intelligence, which might supply it among themselves if there were","0mIZL",70
739,"not be long before they are. All that is required of you is, to assure","TGzfh",70
740,"for her in London; and last summer she went with the lady who presided","8B3RV",70
741,"at leisure to talk to Elizabeth, and she was very willing to hear","5d23N",65
742,"pleased. His wish of introducing his sister to her was a compliment of","0mIZL",70
743,"Lady Lucas has been very kind; she walked here on Wednesday morning to","Q3Mja",70
744,"Elizabeth had at first rather wondered that Charlotte should not prefer","gWh3Y",71
745,"she is really headstrong and foolish, I know not whether she would","Q3Mja",66
746,"Elizabeth, still more affected, was earnest and solemn in her reply; and","Q3Mja",72
747,"the charm of recollection; and she was too much engaged in pointing out","yQdWV",71
748,"Longbourn estate, it would be highly expedient that both he and his wife","5d23N",72
749,"Darcy, at whom it was all aimed, was still inflexibly studious. In","5d23N",66
750,"means unwilling to preside at his table--nor was Mrs. Hurst, who had","gWh3Y",68
751,"""You are joking, Lizzy. This cannot be!--engaged to Mr. Darcy! No, no,","5d23N",70
752,"before you came back. Jane will be quite an old maid soon, I declare.","5d23N",69
753,"","yQdWV",0
754,"of Mr. Darcy, that she would not trust herself with an answer, and","0mIZL",66
755,"take care not to outrun their income. _They_ will never be distressed","gWh3Y",69
756,"frailty would have mortified her so much--not, however, from any fear","Q3Mja",69
757,"""One of them does.""","PIG03",19
758,"","nyEWd",0
759,"we were so merry all the way home! we talked and laughed so loud, that","pD0Qu",70
760,"idea of an accomplished woman.""","Q3Mja",31
761,"","TGzfh",0
762,"marriage would scarcely seem valid, exceeded all she could believe","8B3RV",66
763,"course of this morning?""","TGzfh",24
764,"","TGzfh",0
765,"gentlemen's appearing, her colour increased; yet she received them with","TGzfh",71
766,"warm terms on the happy prospect of their nearer connection. Mr. Collins","0mIZL",72
767,"had she consulted only her own inclination, any meeting with him would","yQdWV",70
768,"opportunity of enjoying herself as much as possible--advice which","8B3RV",65
769,"","5d23N",0
770,"her last letter to her friend from Longbourn had by some accident been","0mIZL",70
771,"","0mIZL",0
772,"me for refusing to comply with this entreaty, or for resisting every","8B3RV",68
773,"in her interest; but Jane, with all possible mildness, declined","TGzfh",63
774,"ladyship's desire, and looked as if he felt that life could furnish","5d23N",67
775,"especially when contrasted with the cold and ceremonious politeness of","0mIZL",70
776,"Mary, though pretending not to hear, was somewhat disconcerted; and","Q3Mja",67
777,"","yQdWV",0
778,"out well. At such a distance as _that_, you know, things are strangely","Q3Mja",70
779,"","yQdWV",0
780,"their way to town--and without any intention of coming back again. You","gWh3Y",70
781,"Miss Darcy was expected to dinner. I wish I could see her. My visit was","5d23N",71
782,"him, as now, when all love must be vain.","5d23N",40
783,"""It taught me to hope,"" said he, ""as I had scarcely ever allowed myself","PIG03",71
784,"said of wishing them to stay at least till the following day to work","pD0Qu",68
785,"""E. GARDINER.""","pD0Qu",14
786,"easy manners recommended her, had increased into assurance. She was very","Q3Mja",72
787,"about Mr. Robinson.""","0mIZL",20
788,"","yQdWV",0
789,"than many others, because he is rich, and many others are poor. I speak","TGzfh",71
790,"myself; how can you be so teasing?""","nyEWd",35
791,"""It would not be easy, indeed, to catch their expression, but their","nyEWd",67
792,"After amusing himself some time with their curiosity, he thus explained:","pD0Qu",72
793,"inquiries which she very early received from Mr. Bingley by a housemaid,","5d23N",72
794,"matter. It appears to me so very unlikely that any young man should","yQdWV",67
795,"Darcy formerly spoken of as a very proud, ill-natured boy.","0mIZL",58
796,"and completely do for us at once. Good Heaven! Brighton, and a whole","5d23N",68
797,"till its success might be known likewise; for though feeling almost","gWh3Y",67
798,"while Mrs. Collins and Maria were gone on business into the village,","Q3Mja",68
799,"gone. ""My dear, Eliza, he must be in love with you, or he would never","nyEWd",69
800,"family. The far and the near must be relative, and depend on many","pD0Qu",65
801,"","pD0Qu",0
802,"","5d23N",0
803,"Chapter 47","0mIZL",10
804,"said, and shall hope to lead you to the altar ere long.""","8B3RV",56
805,"","8B3RV",0
806,"a time. Pray write instantly, and let me understand it--unless it is,","0mIZL",69
807,"mention an officer above once a day, unless, by some cruel and malicious","TGzfh",72
808,"Chapter 17","Q3Mja",10
809,"that the circumstance of my being next in the entail of Longbourn estate","yQdWV",72
810,"""A man who had felt less, might.""","TGzfh",33
811,"","nyEWd",0
812,"not sixpence of his own. The kindness of my uncle and aunt can never","nyEWd",68
813,"""He likes to have his own way very well,"" replied Colonel Fitzwilliam.","PIG03",70
814,"pride and obsequiousness, self-importance and humility.","TGzfh",55
815,"turned, and Elizabeth was the happy woman by whom he finally seated","pD0Qu",67
816,"","TGzfh",0
817,"garden to Mrs. Collins, sat for some time without speaking to anybody.","Q3Mja",70
818,"richly furnished,"" said she, ""I should not care about it myself; but","yQdWV",68
819,"","gWh3Y",0
820,"a very undeserving young man--and I do not suppose there's the least","8B3RV",68
821,"her minute inquiries, that though Jane always struggled to support her","Q3Mja",70
822,"sister Mary, who having, in consequence of being the only plain one in","0mIZL",70
823,"these three weeks.""","yQdWV",19
824,"","TGzfh",0
825,"of situation and temper. Consider Mr. Collins's respectability, and","Q3Mja",67
826,"","PIG03",0
827,"evening party; and he bore with the ill-judged officiousness of the","8B3RV",67
828,"","yQdWV",0
829,"yourself.""","nyEWd",10
830,"talk of her views in the same intelligible tone. Elizabeth blushed and","0mIZL",70
831,"","nyEWd",0
832,"Jane, make haste and tell us; make haste, my love.""","8B3RV",51
833,"","PIG03",0
834,"backgammon. Mr. Bennet accepted the challenge, observing that he acted","Q3Mja",70
835,"""Yes; he introduced us to his sister.""","Q3Mja",38
836,"elegance to misfortune! Another day I will do the same; I will sit in my","yQdWV",72
837,"She began now to comprehend that he was exactly the man who, in","TGzfh",63
838,"had also the highest opinion of him, and hoping the church would be","PIG03",67
839,"""I know them a little. Their brother is a pleasant gentlemanlike man--he","Q3Mja",72
840,"""You mean to frighten me, Mr. Darcy, by coming in all this state to hear","PIG03",72
841,"in life, to condole with you on the grievous affliction you are now","0mIZL",67
842,"house. Lady Catherine, I believe, did a great deal to it when Mr.","5d23N",65
843,"","Q3Mja",0
844,"humility. It is often only carelessness of opinion, and sometimes an","TGzfh",68
845,"hour.","gWh3Y",5
846,"She had instinctively turned away; but stopping on his approach,","8B3RV",64
847,"passed within ten miles of us. Colonel Forster gives us reason to expect","8B3RV",72
848,"extraordinary kindness she was treated with. Elizabeth silently attended","PIG03",72
849,"","gWh3Y",0
850,"very little of his time there in the future. He has many friends, and","8B3RV",69
851,"think it will be very tolerable. Besides, it will not much signify what","5d23N",71
852,"sometimes cold, did January and February pass away. March was to take","yQdWV",69
853,"and who had opportunities of seeing him in unguarded moments, which Mr.","Q3Mja",71
854,"Mrs. Bennet, in short, was in very great spirits; she had seen enough of","nyEWd",72
855,"of the house.""","5d23N",14
856,"","8B3RV",0
857,"""And of your infliction,"" cried Elizabeth with energy. ""You have reduced","yQdWV",72
858,"","PIG03",0
859,"would be wisdom to resist? All that I can promise you, therefore, is not","0mIZL",72
860,"""Only think of its being three months,"" she cried, ""since I went away;","nyEWd",70
861,"between Mr. Darcy and herself.","5d23N",30
862,"","8B3RV",0
863,"was any intention of being so; but if you are willing to perform the","gWh3Y",68
864,"interest all her tender feelings; and nothing remained therefore to be","TGzfh",70
865,"have been a blessing in comparison of this. And it is the more to","0mIZL",65
866,"want abilities. He can be a conversible companion if he thinks it worth","5d23N",71
867,"""Is not this nice? Is not this an agreeable surprise?""","TGzfh",54
868,"newcomers. Indeed you must go, for it will be impossible for _us_ to","Q3Mja",68
869,"","0mIZL",0
870,"","gWh3Y",0
871,"After a few minutes' reflection, however, she continued, ""I _do_","PIG03",64
872,"","nyEWd",0
873,"""And _your_ defect is to hate everybody.""","0mIZL",41
874,"when he suddenly reminded them, with some consternation, that they had","yQdWV",70
875,"                          * * * * *","nyEWd",35
876,"arrange with rather more precision the degree of importance which is to","yQdWV",71
877,"no want of subject. We may compare our different opinions.""","nyEWd",59
878,"attendants of elegant nuptials, fine muslins, new carriages, and","pD0Qu",64
879,"thing, in all this dirt! You will not be fit to be seen when you get","TGzfh",68
880,"him had undergone, relating her absolute certainty that his affection","yQdWV",69
881,"not express so much satisfaction as her children expected, considering","pD0Qu",70
882,"many girls. And what sort of young lady is she? Is she handsome?""","yQdWV",65
883,"","8B3RV",0
884,"","yQdWV",0
885,"","8B3RV",0
886,"though often standing within a very short distance of her, quite","nyEWd",64
887,"to her mother and Kitty; but her letters were always long expected, and","TGzfh",71
888,"imaginations; nor when we attempt to describe any particular scene,","yQdWV",67
889,"to Jane, and she wavered as to the greater probability of his coming","pD0Qu",68
890,"","8B3RV",0
891,"","pD0Qu",0
892,"_family_ owe me nothing. Much as I respect them, I believe I thought","0mIZL",68
893,"conversation with Colonel Forster?""","TGzfh",35
894,"known her much longer than they have known me; no wonder if they love","8B3RV",69
895,"""Colonel Forster did own that he had often suspected some partiality,","Q3Mja",69
896,"and she gradually learned to consider it herself with greater pleasure","gWh3Y",70
897,"acknowledge the substance of their conversation was impossible.","8B3RV",63
898,"The boy protested that she should not; she continued to declare that she","PIG03",72
899,"to know that she had been assured of his absence before she came to the","5d23N",71
900,"""of conversing easily with those I have never seen before. I cannot","5d23N",67
901,"his love for you, and there will be an end of the matter.""","Q3Mja",58
902,"three of whom we shall deprive you.""","PIG03",36
903,"acquaintance was at least as much embarrassed as herself. Since her","0mIZL",67
904,"receive in the meantime. When she did come, it was very evident that","5d23N",68
905,"","5d23N",0
906,"her daughters remaining at Netherfield till the following Tuesday, which","pD0Qu",72
907,"encouragement, to apply to her father, whose negative might be uttered","PIG03",70
908,"the improvement of manners which she had yesterday witnessed however","Q3Mja",68
909,"","0mIZL",0
910,"fortnight. Not one party, or scheme, or anything. To be sure London was","Q3Mja",71
911,"If he had been wavering before as to what he should do, which had often","nyEWd",71
912,"","0mIZL",0
913,"""Good Lord! Sir William, how can you tell such a story? Do not you know","gWh3Y",71
914,"""You can now have nothing further to say,"" she resentfully answered.","PIG03",68
915,"How earnestly did she then wish that her former opinions had been more","5d23N",70
916,"if she does not practice a good deal.""","0mIZL",38
917,"further by his account of their present quarters, and the very great","Q3Mja",68
918,"She was perfectly sensible that he never had; but she wished to see","5d23N",67
919,"","0mIZL",0
920,"On reaching the spacious lobby above they were shown into a very pretty","gWh3Y",71
921,"the next moment open the front door and quit the house.","gWh3Y",55
922,"were got into the garden, and here is nothing but Lady Catherine and her","5d23N",72
923,"""Yes, she will remain there till Christmas.""","PIG03",44
924,"longer, and Elizabeth was then left to reflect on what she had heard.","8B3RV",69
925,"with:--""It is _your_ turn to say something now, Mr. Darcy. I talked","8B3RV",67
926,"","TGzfh",0
927,"mention a word about it. And so, is it quite certain he is coming?""","gWh3Y",67
928,"vain for Mr. Wickham among the cluster of red coats there assembled, a","gWh3Y",70
929,"her, that these sort of inconsistencies are very frequent.""","PIG03",59
930,"younger girls, and Mary might have been prevailed on to accept him.","Q3Mja",67
931,"""Oh! do not repeat what I then said. These recollections will not do at","PIG03",71
932,"Elizabeth looked surprised. The gentleman experienced some change of","PIG03",68
933,"""To Jane herself,"" she exclaimed, ""there could be no possibility of","PIG03",67
934,"coolly, ""will be rather a confirmation of it; if, indeed, such a report","yQdWV",71
935,"sofas and go to sleep. Darcy took up a book; Miss Bingley did the same;","TGzfh",71
936,"the progress of his letter and repeatedly calling off his attention by","yQdWV",70
937,"the world to that sort of thing. Young women should always be properly","0mIZL",70
938,"","Q3Mja",0
939,"away, and it was some time before his daughters had courage to speak of","pD0Qu",71
940,"","Q3Mja",0
941,"send; but even of _that_ they would have been glad to be certain. Mr.","yQdWV",69
942,"","nyEWd",0
943,"","yQdWV",0
944,"She had already learnt that Lady Catherine was still in the country. It","Q3Mja",71
945,"","TGzfh",0
946,"his resentments, of his having an unforgiving temper. His disposition","nyEWd",69
947,"""It is particularly incumbent on those who never change their opinion,","yQdWV",70
948,"","yQdWV",0
949,"Elizabeth, feeling all the more than common awkwardness and anxiety of","gWh3Y",70
950,"""When I do myself the honour of speaking to you next on the subject, I","Q3Mja",70
951,"is gone down to her uncle at Liverpool: gone to stay. Wickham is safe.""","pD0Qu",71
952,"","0mIZL",0
953,"accepting this man? Have not you always hated him?""","pD0Qu",51
954,"change the meaning of principle and integrity, nor endeavour to persuade","8B3RV",72
955,"neighbourhood, the society, appearing highly pleased with all that","yQdWV",66
956,"well when she came into the room this morning. Her dirty petticoat quite","0mIZL",72
957,"packed up. Good-bye. Give my love to Colonel Forster. I hope you will","PIG03",69
