"Doc.ID","Text","Reference","Length"
481,"Mrs. Palmer and two elderly ladies of Mrs. Jennings's intimate","Jlacv",62
482,"when she saw her mother so thoroughly pleased with the plan, and her","i92We",68
483,"resolved to finish the basket after supper.""","RjZAX",44
484,"","kh9bn",0
485,"""She is only grown a little more grave than she was.""","w6Mnl",53
486,"the point of communicating by paper.  I am charged with a most","TCnok",62
487,"","w6Mnl",0
488,"""I will have you BOTH go,"" said Mrs. Dashwood; ""these objections are","zxBDE",68
489,"general commission for every new print of merit to be sent you--and as","TCnok",70
490,"balls at the park then began; and parties on the water were made and","i92We",68
491,"that she would not be settled far from Norland. She had great","w6Mnl",61
492,"young man!--and without selfishness--without encouraging a hope!--could","7Fxj5",71
493,"Another pause.","Jlacv",14
494,"frequently talked of the increasing expenses of housekeeping, and of","kh9bn",68
495,"blockhead, I have not been always a rascal, to obtain something like","kh9bn",68
496,"in town, Sir John had contrived to collect around him, nearly twenty","w6Mnl",68
497,"up;--he never was a gentleman much for talking.""","kh9bn",48
498,"it!  To have his love used so scornfully! for they say he is monstrous","7Fxj5",70
499,"Delaford Hanger!--And though, perhaps, Marianne may not seem exactly","kh9bn",68
500,"treating you in this kind of way, she has given you a sort of claim on","w6Mnl",70
501,"Elinor was prevented from making any reply to this civil triumph, by","Jlacv",68
502,"","TCnok",0
503,"greater delight than in making a filigree basket for a spoilt child.","zxBDE",68
504,"""You are very much mistaken.  I do assure you that you owe it entirely,","w6Mnl",71
505,"points, there seems a hardness of heart about him.""","Jlacv",51
506,"","Jlacv",0
507,"he had now procured for his cottage at Barton.  The Miss Dashwoods were","7Fxj5",71
508,"","3cYH2",0
509,"trying to smile, replied, ""And have you really, Ma'am, talked yourself","kh9bn",70
510,"Edward could only attempt an explanation by supposing, that, perhaps,","zxBDE",69
511,"engaged with pleasure to redeem it by a visit at the cottage, in the","i92We",68
512,"noisy cheerfulness, ""I am monstrous glad to see you--sorry I could not","i92We",70
513,"What! your sister-in-law's brother, Miss Dashwood? a very agreeable","7Fxj5",67
514,"however, with a kindness of heart which made Elinor really love her,","7Fxj5",68
515,"for a time; and after THAT, as soon as he can light upon a Bishop, he","w6Mnl",69
516,"","RjZAX",0
517,"hope and happiness, saw him, with amazement, remain the whole evening","3cYH2",69
518,"not trace her beyond her first seducer, and there was every reason to","i92We",69
519,"","hpZAy",0
520,"husband.""","3cYH2",9
521,"","w6Mnl",0
522,"neighbourhood, and repeated assurances of his carriage being always at","TCnok",70
523,"large party.""","kh9bn",13
524,"","kh9bn",0
525,"and care; nor was it a matter of pleasure merely to her.  Sir John was","RjZAX",70
526,"","TCnok",0
527,"coming in, and his countenance shewed that he strongly partook of the","hpZAy",69
528,"""Why should you imagine, Elinor, that we did not go there, or that we","3cYH2",69
529,"He agreed that he might.","zxBDE",24
530,"could not resist the temptation of telling me what he knew ought","Jlacv",64
531,"related by Mrs. Jennings was perfectly true.  Marianne was quite angry","7Fxj5",70
532,"","w6Mnl",0
533,"distress, lessen her alarms, and combat her resentment.  The first","RjZAX",66
534,"","3cYH2",0
535,"open to all the world.  Elinor, Elinor, they who suffer little may be","w6Mnl",69
536,"think only of what would increase it.  Marianne was restored to her","zxBDE",67
537,"from her for a few months, I should very soon have outgrown the fancied","hpZAy",71
538,"","kh9bn",0
539,"not his behaviour to Marianne and to all of us, for at least the last","3cYH2",69
540,"pounds?  In that, if in any thing, we may find an explanation.""","Jlacv",63
541,"","hpZAy",0
542,"the whole shocking affair.","kh9bn",26
543,"fancy and spirits.  This lady was one of my nearest relations, an","zxBDE",65
544,"and nipped by the lingering frost, raised the laughter of","zxBDE",57
545,"but while her resolution was unsubdued, and she still tried to appear","i92We",69
546,"years old; an imperfect articulation, an earnest desire of having his","i92We",69
547,"Elinor any chance of engaging Lucy in private, when Sir John called at","w6Mnl",70
548,"arrival, and each for the sake of the others resolved to appear happy.","zxBDE",70
549,"could do, and perhaps without any greater delay.  From Cleveland, which","w6Mnl",71
550,"But as it was her determination to subdue it, and to prevent herself","i92We",68
551,"his wife, or Mrs. Jennings to be Lady Middleton's mother.  He was","7Fxj5",65
552,"about it, I assure you; and I admire your taste very much, for I think","RjZAX",70
553,"","3cYH2",0
554,"","7Fxj5",0
555,"Edward was now fixed at the cottage at least for a week;--for whatever","TCnok",70
556,"""Well!"" said Mrs. Jennings, ""that is HER revenge.  Everybody has a way","7Fxj5",70
557,"shocked to be able to pass myself off as insensible even to the","i92We",63
558,"too late.  Hope had already entered; and feeling all its anxious","w6Mnl",64
559,"which assured her as plainly as words could have done, that he was","hpZAy",66
560,"unnecessary a communication.  You must at least have felt that my being","i92We",71
561,"salutation, ""and she encouraged me to come on; and I was the more","RjZAX",65
562,"often totally suspended by her tears.  In books too, as well as in","kh9bn",66
563,"signify?--For once, Miss Dashwood--it will be the last time,","Jlacv",60
564,"regretting that Lucy's engagement with Edward had not rather been","RjZAX",65
565,"almost with despair, as soon as he had learnt to consider it with","zxBDE",65
566,"to expect.  They were no sooner in the passage than Marianne came","zxBDE",65
567,"","TCnok",0
568,"""No, indeed, it is not.""","kh9bn",24
569,"nothing of our unfortunate Edward, and can make no enquiries on so","3cYH2",66
570,"""Do you like London?"" said Edward, willing to say any thing that might","RjZAX",70
571,"The sudden termination of Colonel Brandon's visit at the park, with his","w6Mnl",71
572,"talked of t'other day.--No, no, they must get a stout girl of all","7Fxj5",65
573,"desire.  He was brought, not from doubt or suspense, but from misery to","Jlacv",71
574,"silence.  It was broken by Lucy, who renewed the subject again by","hpZAy",65
575,"altogether, interspersed with tall Lombardy poplars, shut out the","w6Mnl",65
576,"however, justified in its effects, if not in its cause; for nothing","RjZAX",67
577,"","RjZAX",0
578,"near their house.","RjZAX",17
579,"illness has made me think-- It has given me leisure and calmness for","w6Mnl",68
580,"they remained there, she was too well convinced of the impossibility of","kh9bn",71
581,"were talking of him together, ""whom every body speaks well of, and","TCnok",66
582,"the kindest welcome from her; and shyness, coldness, reserve could not","7Fxj5",70
583,"earnestly did she despise her daughter-in-law for it, that, on the","zxBDE",66
584,"shall never see a man whom I can really love.  I require so much!  He","kh9bn",69
585,"voice, now said,","7Fxj5",16
586,"He shook his head.","zxBDE",18
587,"pleasure, and she continued her letter with greater alacrity.","3cYH2",61
588,"","Jlacv",0
589,"was as well fitted to mix in the world as any other man.","i92We",56
590,"much to do on first coming to town.  I am come here to bespeak Fanny a","7Fxj5",70
591,"","7Fxj5",0
592,"too.  But why should not I wear pink ribbons?  I do not care if it IS","i92We",69
593,"Her carefulness in guarding her sister from ever hearing Willoughby's","RjZAX",69
594,"indeed!--I wonder I should never hear you say how agreeable Mrs.","RjZAX",64
595,"twelvemonth afterwards I had not even the nominal employment, which","i92We",67
596,"","hpZAy",0
597,"","Jlacv",0
598,"more to say than on any other, and in which she soon betrayed an","TCnok",64
599,"passion, as once she had fondly flattered herself with expecting,--instead","Jlacv",74
600,"availed?  Would he have been less gay or less happy in the smiles of","kh9bn",68
601,"sister was often led in her opinion of others, by the irritable","Jlacv",63
602,"them, were now become familiar, and the ordinary pursuits which had","kh9bn",67
603,"marrying Miss Morton.""","i92We",22
604,"","hpZAy",0
605,"superior blessings could be attained, it would have quieted her","7Fxj5",63
606,"She would not be frightened from paying him those attentions which, as","TCnok",70
607,"no creature behind, from whom it would give her a moment's regret to be","kh9bn",71
608,"difference of age and disposition he could ever attach her.  There,","7Fxj5",67
609,"Lucy was particularly distinguished--whom of all others, had they known","7Fxj5",71
610,"possible from the sight.""","w6Mnl",25
611,"","RjZAX",0
612,"mentioned with regret, that the house was small and indifferent;--an","TCnok",68
613,"declared herself, one of the happiest women in the world.  Elinor could","w6Mnl",71
614,"""Poor little creatures!"" said Miss Steele, as soon as they were gone.","Jlacv",69
615,"company with Mrs. Ferrars, her curiosity to know what she was like, was","w6Mnl",71
616,"of serious reflection, must eventually lead her to contentment and","3cYH2",66
617,"","3cYH2",0
618,"what he said to his wife a few minutes before he died.  Lady Middleton","3cYH2",70
619,"","RjZAX",0
620,"was all the intelligence of Edward afforded her by the correspondence,","Jlacv",70
621,"","TCnok",0
622,"     night at Lady Middleton's, where there was a dance.","3cYH2",56
623,"Elinor would not argue upon the propriety of overcoming such","zxBDE",60
624,"mother, and not very desirous of satisfying what seemed impertinent","zxBDE",67
625,"concealed an emotion and distress beyond any thing she had ever felt","RjZAX",68
626,"silent.","hpZAy",7
627,"he had seduced, in a situation of the utmost distress, with no","i92We",62
628,"a lady at the other end of the street on whom she ought to call; and as","zxBDE",71
629,"head-aches, low spirits, and over fatigues; and of every thing to which","zxBDE",71
630,"","w6Mnl",0
631,"sound of his carriage had died away, remained too much oppressed by a","3cYH2",69
632,"to congratulate her on the acquisition of a brother?  Elinor was not","TCnok",68
633,"","hpZAy",0
634,"","3cYH2",0
635,"myself that I am right, is there not some reason to fear I may be","TCnok",65
636,"","hpZAy",0
637,"opportunities of estimating the minuter propensities of his mind, his","7Fxj5",69
638,"been poorly supported by an affection, on his side, much less certain.","7Fxj5",70
639,"carried away by her imagination on any interesting subject, and","TCnok",63
640,"much beloved.  ""Dear, dear Norland!"" said Marianne, as she wandered","zxBDE",67
641,"could hardly stand; but exertion was indispensably necessary; and she","7Fxj5",69
642,"aside, and after running over the keys for a minute, complained of","3cYH2",66
643,"confidence in his own judgment rose with this animated praise, and he","zxBDE",69
644,"visit tended to assure him of the sense, elegance, mutual affection,","7Fxj5",68
645,"his character had been delayed to a later period--if your engagement","i92We",68
646,"","TCnok",0
647,"of importance that no time should be lost with him, for he will of","zxBDE",66
648,"you!""","i92We",5
649,"jokes, that its character as the wittiest letter in the alphabet had","Jlacv",68
650,"irritability, not to speak to her for the world.  In such","i92We",57
651,"she really knew or believed.  She acknowledged, therefore, that though","7Fxj5",70
652,"uncomfortable, or her fortune small, I can suppose that she might bring","3cYH2",71
653,"way,"" said Lucy, eyeing Elinor attentively as she spoke; ""but perhaps","7Fxj5",69
654,"House, ""THAT would be saying too much, for certainly you have been one","w6Mnl",70
655,"""They have borne more than our conduct.--Do not, my dearest Elinor, let","w6Mnl",71
656,"every inconvenience of that kind, should disregard whatever must be","w6Mnl",67
657,"mind to keep them, little as well as great.""","hpZAy",44
658,"""Is it very ugly?"" continued Mrs. Palmer--""then it must be some other","hpZAy",69
659,"""Margaret,"" said Marianne with great warmth, ""you know that all this is","TCnok",71
660,"","i92We",0
661,"are all rich together.  Fifty thousand pounds! and by all accounts, it","Jlacv",70
662,"and rid into the country, some where or other; and how he had stayed","Jlacv",68
663,"However, I will not disturb you (seeing her preparing to write.)  You","3cYH2",69
664,"","Jlacv",0
665,"expense of a journey from Sussex to do them honour.","hpZAy",51
666,"","i92We",0
667,"how he'll chuckle over this news!  I hope he will come tonight.  It","Jlacv",67
668,"who could seriously attach my sister.  His eyes want all that spirit,","kh9bn",69
669,"""It cannot be generally known,"" returned Elinor, ""for her own family do","7Fxj5",71
670,"within that time.","w6Mnl",17
671,"""You must remember, my dear mother, that I have never considered this","TCnok",69
672,"Her letter was scarcely finished, when a rap foretold a visitor, and","w6Mnl",68
673,"called him to order, wondered how any one's attention could be diverted","hpZAy",71
674,"He then hastily took leave of them all and left the room.  They saw him","w6Mnl",71
675,"into the house, whither Margaret was just arrived, and quitted not his","RjZAX",70
676,"summits Combe Magna might be seen.","RjZAX",34
677,"""There is no knowing what THEY may expect,"" said the lady, ""but we are","RjZAX",70
678,"","zxBDE",0
679,"the instrument gazing on every line of music that he had written out","7Fxj5",68
680,"security, I have repeated it to him more fully, have given him every","w6Mnl",68
681,"believe, or than it was now proved to be.  She feared that under this","zxBDE",69
682,"","kh9bn",0
683,"in him.  There is great truth, however, in what you have now urged of","TCnok",69
684,"","TCnok",0
685,"""Did not Colonel Brandon know of Sir John's proposal to your mother","i92We",67
686,"friends transacted their's, she should pay her visit and return for","w6Mnl",67
687,"","TCnok",0
688,"year! I am sure I cannot imagine how they will spend half of it; and as","TCnok",71
689,"discourse except what related to themselves.","zxBDE",44
690,"","hpZAy",0
691,"there, and might yet, she hoped, cheat Marianne, at times, into some","kh9bn",68
692,"that her extravagance, and consequent distress, had obliged her to","i92We",66
693,"scanty?  But I see what you mean.  I have been too much at my ease, too","3cYH2",71
694,"","i92We",0
695,"","TCnok",0
696,"make him put an end to the engagement, assisted too as you may well","TCnok",67
697,"""Oh, my love,"" cried Mrs. Palmer to her husband, who just then entered","kh9bn",70
698,"an eager desire for the accommodation of Elinor, was making","w6Mnl",59
699,"""The lady then--Miss Grey I think you called her--is very rich?""","RjZAX",64
700,"The two gentlemen arrived the next day to a very late dinner, affording","Jlacv",71
701,"little of that address which Marianne could never condescend to","TCnok",63
702,"must bring a confession of his inconstancy, and confirm their","TCnok",61
703,"girls, and would be pleasant companions; for otherwise we both wished","3cYH2",69
704,"Happy to find that she was not suspected of any extraordinary interest","Jlacv",70
705,"of Mrs. Ferrars's creation, preserved her from all dependence upon her","w6Mnl",70
706,"by asking her whether she did not like Mr. Palmer excessively.","3cYH2",62
707,"","7Fxj5",0
708,"","hpZAy",0
709,"","hpZAy",0
710,"more than he had doubted it himself, and she thought of it for her","7Fxj5",66
711,"that Marianne was unwell, was too polite to object for a moment to her","TCnok",70
712,"Marianne's, as before.  Sometimes she could believe Willoughby to be as","zxBDE",71
713,"","Jlacv",0
714,"Their claims to the notice of Mrs. John Dashwood, as the nieces of the","RjZAX",70
715,"open, affectionate, and lively manner which it was no merit to possess;","hpZAy",71
716,"","Jlacv",0
717,"","kh9bn",0
718,"","i92We",0
719,"suffering for me!--Is this my gratitude?--Is this the only return I can","kh9bn",71
720,"necessarily dropped.  Mrs. Jennings, who had watched them with pleasure","7Fxj5",71
721,"his actions with all the candid allowances and generous qualifications,","hpZAy",71
722,"","7Fxj5",0
723,"be enough to make them completely easy.  Three thousand pounds! he","TCnok",66
724,"","7Fxj5",0
725,"","i92We",0
726,"","Jlacv",0
727,"have been secured by any act of attention to her child; but the","RjZAX",63
728,"Marianne moved to the window--","Jlacv",30
729,"he left it to him on such terms as destroyed half the value of the","RjZAX",66
730,"""I am sorry to say, ma'am, in a most unhappy rupture:-- Edward is","RjZAX",65
731,"knowledge of the house, garden, and glebe, extent of the parish,","zxBDE",64
732,"ceremony.""","kh9bn",10
733,"satisfied of the truth.  She instantly saw that her ears had not","w6Mnl",64
734,"be in love more than once in their life--your opinion on that point is","i92We",70
735,"hit on.  I certainly should have represented it to Edward in a very","7Fxj5",67
736,"I directly said to my mother, I am not in the least surprised at it;","RjZAX",68
737,"","3cYH2",0
738,"","w6Mnl",0
739,"CHAPTER 28","hpZAy",10
740,"","kh9bn",0
741,"town the whole time,) what I felt is--in the common phrase, not to be","hpZAy",69
742,"acquaintance in general, founded only on a something or a nothing","Jlacv",65
743,"said, in a tone of the most considerate gentleness,","zxBDE",51
744,"place,""--here he hesitated and looked down.--""Mrs. Smith had somehow or","hpZAy",71
745,"silk stockings and came off with the Richardsons.""","7Fxj5",50
746,"The event proved her conjecture right, though it was founded on","hpZAy",63
747,"Lucy really felt for Edward, whether there were any sincerity in her","7Fxj5",68
748,"carried about me in the same pocket-book, which was now searched by","kh9bn",67
749,"","TCnok",0
750,"","i92We",0
751,"comfort of hope.  Her heart was really grieved.  The rapid decay, the","w6Mnl",69
752,"thought, of every comfort; and therefore telling him at once that his","RjZAX",69
753,"even made, till it has been made at least twenty times over.","3cYH2",60
754,"have I discharged my trust!""","kh9bn",28
755,"SHE could wish her not to indulge!","i92We",34
756,"Marianne heard enough.  In one moment her imagination placed before her","hpZAy",71
757,"above all to that flattering proof of it which he constantly wore round","kh9bn",71
758,"young ladies with me, you see--that is, you see but one of them now,","RjZAX",68
759,"ready to have him.  Why don't he, in such a case, sell his horses, let","i92We",70
760,"not very encouraging.","3cYH2",21
761,"""Marianne is as steadfast as ever, you see,"" said Elinor, ""she is not","i92We",69
762,"should live at the cottage!  Nothing can be like it, to be sure!  And I","i92We",71
763,"approve of for Marianne, and which on her own account she had","3cYH2",61
764,"her amendment; and when, at last, she went early to bed, more and more","7Fxj5",70
765,"Brandon come back again""--","TCnok",26
766,"prospect of such affluence!  I cannot conceive a situation more","kh9bn",63
767,"can to go early to bed, for I am sure she wants rest.""","3cYH2",54
768,"flower-garden marked out.""","i92We",26
769,"","RjZAX",0
770,"Dashwood was above, and wanted to speak with him on very particular","w6Mnl",67
771,"to--though probably he did not think it WOULD--vex me horridly.  As","i92We",67
772,"concealment be possible, is all that remains.""","i92We",46
773,"acknowledge the simple proposition of its being the finest child in the","RjZAX",71
774,"me to be so, while I see you so wretched!""","3cYH2",42
775,"say anything, and even when her spirits were recovered, she debated for","i92We",71
776,"","7Fxj5",0
777,"""Well, Miss Dashwood,"" said Mrs. Jennings, sagaciously smiling, as soon","RjZAX",71
778,"""Undoubtedly, if they had known your engagement,"" said she, ""nothing","kh9bn",68
779,"and Mr. Palmer is excessively pleased with you and your sisters I can","Jlacv",69
780,"","RjZAX",0
781,"separation for ever, she was not aware that such language could be","i92We",66
782,"overcoming every scruple, by secretly saying now and then, 'I shall be","RjZAX",70
783,"","TCnok",0
784,"of detection, and though their mutual impatience to meet, was not to be","i92We",71
785,"conversation on terms of equality, and whose conduct toward others made","hpZAy",71
786,"Sir John called on them as soon as the next interval of fair weather","i92We",68
787,"","3cYH2",0
788,"","3cYH2",0
789,"hopeless for Edward, was already provided to enable him to marry;--and","zxBDE",70
790,"""My dearest child,"" said her mother, laughing, ""at this rate you must","hpZAy",69
791,"of Miss Dashwood;--but it was inforced with so much real politeness by","hpZAy",70
792,"","hpZAy",0
793,"friend of Miss Grey herself, else I am sure I should not have believed","3cYH2",70
794,"found myself, by insensible degrees, sincerely fond of her; and the","7Fxj5",67
795,"enough to bestow on herself.","RjZAX",28
796,"was sure, had quite doted upon the worthless hussy, and was now, by all","RjZAX",71
797,"heart, and made him feel capable of generosity.-- ""Yes, he would give","i92We",69
798,"that it might be many weeks before we met again--his distress--can I","Jlacv",68
799,"","TCnok",0
800,"could neither wonder nor blame; and when she saw, as she assisted","i92We",65
801,"John Dashwood, that not even her curiosity to see how she looked after","TCnok",70
802,"done, and at last she determined to send for Edward.  He came.  But I","TCnok",69
803,"had given calmness to her judgment, and sobered her own opinion of","RjZAX",66
804,"Elinor, without observing the varying complexion of her sister, and the","i92We",71
805,"""But perhaps the abuse of such people as yourself and Marianne will","RjZAX",67
806,"take evil upon credit than good.  You had rather look out for misery","kh9bn",68
807,"reciprocal attachment had failed, as between many people, and under","i92We",67
808,"without merit.""","hpZAy",15
809,"","Jlacv",0
810,"suffered myself to trouble you with this account of my family","Jlacv",61
811,"carriage stopt at the door--of her doubt--her dread--perhaps her","hpZAy",64
812,"and to HER she appeared nothing more than a little proud-looking woman","7Fxj5",70
813,"she had that to communicate which might again unsettle the mind of","i92We",66
814,"with her sister, she hurried down stairs.","zxBDE",41
815,"last time to Willoughby.","TCnok",24
816,"gave her likewise no concern, she never mentioned her name.","hpZAy",59
817,"question on her side, which led to farther particulars, was,--","3cYH2",62
818,"within sight of each other, they could live without disagreement","kh9bn",64
819,"Ferrars!--I confess myself so totally surprised at what you tell me,","hpZAy",68
820,"sake of which he had, with little scruple, left her sister to misery,","zxBDE",69
821,"","RjZAX",0
822,"","zxBDE",0
823,"startled by a rap at the door.","7Fxj5",30
824,"other, and so leave the remainder of that other for an entrance; this,","7Fxj5",70
825,"that event being uncertain, and possibly far distant, it had been for","Jlacv",69
826,"her directions for the future; while Marianne, who came into the","RjZAX",64
827,"The same manners, however, which recommended Mrs. John Dashwood to the","RjZAX",70
828,"wealthy friend.  In Edward--she knew not what she saw, nor what she","i92We",67
829,"other; and the belief of it created no other surprise than that she, or","w6Mnl",71
830,"father only seven thousand pounds in his own disposal; for the","zxBDE",62
831,"THESE gave Elinor hopes of its being farther augmented hereafter; but","TCnok",69
832,"Marianne's heart: I know that she dearly loves me, and that I shall not","TCnok",71
833,"himself, he thinks that nobody else can marry on less.  Take my word","kh9bn",68
834,"","i92We",0
835,"and as far beyond consolation as in pleasure she was beyond alloy.","zxBDE",66
836,"their arrival in town, was to this effect.","kh9bn",42
837,"of what an earnest, an unceasing attention to self-interest, however","7Fxj5",68
838,"behaviour to herself and his sisters convinced her that their welfare","kh9bn",69
839,"and so steady as to preserve her from that reproach which she always","hpZAy",68
840,"","Jlacv",0
841,"saw him cut it off.  Last night after tea, when you and mama went out","w6Mnl",69
842,"The Dashwoods were so prodigiously delighted with the Middletons, that,","kh9bn",71
843,"interesting: she was everything but prudent.  The resemblance between","kh9bn",69
844,"of so large a sum?  And what possible claim could the Miss Dashwoods,","TCnok",69
845,"","3cYH2",0
846,"thought my behaviour in asking so many questions about Mrs. Ferrars","zxBDE",67
847,"come before--beg your pardon, but I have been forced to look about me a","hpZAy",71
848,"","RjZAX",0
849,"if I am not as ready to be useful to him then as I sincerely wish I","TCnok",67
850,"produced.  Her mind was inevitably at liberty; her thoughts could not","RjZAX",69
851,"Their affection and pleasure in meeting was just enough to make a very","7Fxj5",70
852,"""It is.  But have you likewise heard that Miss Grey has fifty thousand","TCnok",70
853,"sorry to see them give way to the reception of more general opinions.""","w6Mnl",70
854,"was then giving them the powerful protection of a very magnificent","kh9bn",66
855,"house itself, to be sure,"" said she, ""it is too small for our family,","3cYH2",69
856,"Elinor was alternately diverted and pained; but Marianne persevered,","w6Mnl",68
857,"home, a wife, the mistress of a family, and the patroness of a village.","w6Mnl",71
858,"it most prudent and kind, after some consideration, to say more than","TCnok",68
859,"""I am afraid it is but too true,"" said Marianne; ""but why should you","7Fxj5",68
860,"""Oh, did not you?  But it WAS said, I know, very well, and by more than","RjZAX",71
861,"you will like him.""","TCnok",19
862,"rest there was one for Colonel Brandon;--he took it, looked at the","zxBDE",66
863,"","zxBDE",0
864,"hear of no situation that at once answered her notions of comfort and","hpZAy",69
865,"","7Fxj5",0
866,"influence of youth, beauty, and elegance, gave an interest to the","7Fxj5",65
867,"musical party at her house.  The consequence of which was, that Mrs.","i92We",68
868,"her own party made another more necessary.","w6Mnl",42
869,"Elinor thought it wisest to touch that point no more.  She knew her","hpZAy",67
870,"on that head.  The grounds were declared to be highly beautiful, and","7Fxj5",68
871,"days, that Marianne did not continue to gain strength as she had done;","3cYH2",70
872,"","TCnok",0
873,"","7Fxj5",0
874,"us have behaved in the friendliest manner.  Have you forgot, Marianne,","TCnok",70
875,"unjustifiable conduct of your family has placed you--a concern which I","3cYH2",70
876,"Dashwood, ""if my children were all to be rich without my help.""","TCnok",63
877,"","w6Mnl",0
878,"no marriage at all, but that would be nothing.  To me it would seem","7Fxj5",67
879,"""More than you think it really and intrinsically worth.""","hpZAy",56
880,"likely to live a great while.  That would be enough for us to marry","zxBDE",67
881,"     he did not regard his mother's anger, while he could","TCnok",57
882,"not often desirous of encouraging their taste by admitting them to a","w6Mnl",68
883,"going away without a sigh--declared his time to be wholly","hpZAy",57
884,"Their journey was safely performed.  The second day brought them into","i92We",69
885,"HIS.""","kh9bn",5
886,"""And what sort of a young man is he?""","zxBDE",37
887,"Miss Steeles as to Norland and their family connections, which had","w6Mnl",66
888,"Now, I can think and speak of it with little emotion.  I would not have","7Fxj5",71
889,"","3cYH2",0
890,"idleness of one, and the business of the other.  Lady Middleton was","7Fxj5",67
891,"promise of relating it to her sister was invariably painful.  She","i92We",65
892,"which you so obligingly bestowed on me'--That is unpardonable.","w6Mnl",62
893,"woman so long.  She joined them sometimes at Sir John's, sometimes at","TCnok",69
894,"Margaret,","Jlacv",9
895,"when dinner was over and they had drawn round the fire; ""are you still","i92We",70
896,"the casement to speak to him, though the space was so short between the","w6Mnl",71
897,"her for the hardship of such a task, and grieving still more fondly","zxBDE",67
898,"more open, a long stretch of the road which they had travelled on first","RjZAX",71
899,"our roof yesterday.""","TCnok",20
900,"door.  My business is with you, and only you.""","3cYH2",46
901,"give no information; for he had been generally confined to the house,","w6Mnl",69
902,"","i92We",0
903,"","zxBDE",0
904,"","i92We",0
905,"Dashwood could find explanations whenever she wanted them, which at","w6Mnl",67
906,"have a few friends, and that will amuse her a little.  What shall we","Jlacv",68
907,"interesting, must be before her, must force her attention, and engross","kh9bn",70
908,"","hpZAy",0
909,"frequent invitations and such constant visitors as to leave them little","7Fxj5",71
910,"","hpZAy",0
911,"and sisters.  And so well was she able to answer her own expectations,","kh9bn",70
912,"""With dark narrow stairs and a kitchen that smokes, I suppose,"" said","RjZAX",68
913,"""Perhaps,"" said Marianne, ""I may consider it with some surprise.","kh9bn",64
914,"he said when he heard of your coming with Mama?  I forget what it was","hpZAy",69
915,"and I declare and protest to you I never was so shocked in my life, as","Jlacv",70
916,"""I should be puzzled to spend so large a fortune myself,"" said Mrs.","3cYH2",67
917,"on both, without essential fatigue.  Every thing that the most zealous","hpZAy",70
918,"Lady Middleton was equally pleased with Mrs. Dashwood.  There was a","3cYH2",67
919,"behaviour to herself, she was very well disposed on the whole to regard","TCnok",71
920,"","hpZAy",0
921,"","kh9bn",0
922,"something very droll on hearing that they were to come.","i92We",55
923,"them all into the fire, 'do not adopt either of them, but by all means","kh9bn",70
924,"that end, and HERS must be gained by it in time.  Pray, pray let me","TCnok",67
925,"months had passed away.  The selfish sagacity of the latter, which had","3cYH2",70
926,"one could so well perform it as himself.  It was an office in short,","3cYH2",68
927,"She saw their sashes untied, their hair pulled about their ears, their","3cYH2",70
928,"your mother.  Well, I shall spirit up the Colonel as soon as I can.","Jlacv",67
929,"affluence.  For their brother's sake, too, for the sake of his own","kh9bn",66
930,"left the room.  Elinor was disappointed too; but at the same time her","7Fxj5",69
931,"""Oh, yes; he had been staying a fortnight with us.  Did you think he","hpZAy",68
932,"YOU do not do better.  Dorsetshire!  I know very little of Dorsetshire;","kh9bn",71
933,"""You are mistaken, Elinor,"" said she warmly, ""in supposing I know very","w6Mnl",70
934,"had brought on.  Elinor felt all the reasonableness of the idea, and it","hpZAy",71
935,"under a cold invitation to her to defer her departure.  Now was the","Jlacv",67
936,"if he ever was a beau before he married, he is one still for there is","TCnok",69
937,"""I believe she does.  But how she contrives it without reflecting on","TCnok",68
938,"old-fashioned jewels of her mother.","zxBDE",35
939,"","w6Mnl",0
940,"her, whether she went or not: and she prepared quietly and mechanically","TCnok",71
941,"it to us.  Mr. Willoughby is unfathomable!  Where did you hear it?""","zxBDE",67
942,"his own wife pointed out.","zxBDE",25
943,"nobody cares about; whom all are delighted to see, and nobody remembers","zxBDE",71
944,"eldest son of Mrs. Ferrars, of Park Street, and brother of your","TCnok",63
945,"""I only mean that I suppose, from your manner of speaking, it must be","Jlacv",69
946,"","RjZAX",0
947,"stand in need of more money himself than to have any design of giving","kh9bn",69
948,"first, believed Marianne his real favourite, to make her suspect it","7Fxj5",67
949,"affectionate way, 'that we had asked your sisters instead of them.'""","zxBDE",68
950,"Most grateful did Elinor feel to Lady Middleton for observing, at this","TCnok",70
951,"before we could get through it.  We will put it by, that when he comes","zxBDE",70
952,"wife.","kh9bn",5
953,"","hpZAy",0
954,"Mrs. Jennings was so far from being weary of her guests, that she","kh9bn",65
955,"","zxBDE",0
956,"to speak, and it was to notice Marianne's altered looks, and express","zxBDE",68
957,"heightened colour and an enquiring eye--""your particular intimacy--you","w6Mnl",70
958,"excited, they were handed round for general inspection.  Mrs. Ferrars,","TCnok",70
959,"","Jlacv",0
960,"""But Mrs. John Dashwood would not much approve of Edward's going into","TCnok",69
961,"her mother was near her, and conscious of being too weak for","w6Mnl",60
962,"""Mrs. Robert Ferrars!""--was repeated by Marianne and her mother in an","3cYH2",69
963,"can observe you no longer!--No; you will continue the same; unconscious","w6Mnl",71
964,"money to his half sisters?","Jlacv",26
965,"brought home, ornamented her present drawing room; and these screens,","TCnok",69
966,"to the bustle, and sit down among the rest; though her spirits retained","Jlacv",71
967,"the Colonel, and we should have been married immediately.""","TCnok",58
