"","ID","Sentence"
"302",302," I wish you had my seat, but I dare say you will not take it, let me press you ever so much;"" and Miss Crawford could hardly answer before they were moving again at a good pace"
"303",303,"  When they came within the influence of Sotherton associations, it was better for Miss Bertram, who might be said to have two strings to her bow"
"304",304," She had Rushworth feelings, and Crawford feelings, and in the vicinity of Sotherton the former had considerable effect"
"305",305," Mr"
"306",306," Rushworth's consequence was hers"
"307",307," She could not tell Miss Crawford that ""those woods belonged to Sotherton,"" she could not carelessly observe that ""she believed that it was now all Mr"
"308",308," Rushworth's property on each side of the road,"" without elation of heart; and it was a pleasure to increase with their approach to the capital freehold mansion, and ancient manorial residence of the family, with all its rights of court-leet and court-baron"
"309",309,"  ""Now we shall have no more rough road, Miss Crawford; our difficulties are over"
"310",310," The rest of the way is such as it ought to be"
"311",311," Mr"
"312",312," Rushworth has made it since he succeeded to the estate"
"313",313," Here begins the village"
"314",314," Those cottages are really a disgrace"
"315",315," The church spire is reckoned remarkably handsome"
"316",316," I am glad the church is not so close to the great house as often happens in old places"
"317",317," The annoyance of the bells must be terrible"
"318",318," There is the parsonage: a tidy-looking house, and I understand the clergyman and his wife are very decent people"
"319",319," Those are almshouses, built by some of the family"
"320",320," To the right is the steward's house; he is a very respectable man"
"321",321," Now we are coming to the lodge-gates; but we have nearly a mile through the park still"
"322",322," It is not ugly, you see, at this end; there is some fine timber, but the situation of the house is dreadful"
"323",323," We go down hill to it for half a mile, and it is a pity, for it would not be an ill-looking place if it had a better approach"
"324",324,"""  Miss Crawford was not slow to admire; she pretty well guessed Miss Bertram's feelings, and made it a point of honour to promote her enjoyment to the utmost"
"325",325," Mrs"
"326",326," Norris was all delight and volubility; and even Fanny had something to say in admiration, and might be heard with complacency"
"327",327," Her eye was eagerly taking in everything within her reach; and after being at some pains to get a view of the house, and observing that ""it was a sort of building which she could not look at but with respect,"" she added, ""Now, where is the avenue? The house fronts the east, I perceive"
"328",328," The avenue, therefore, must be at the back of it"
"329",329," Mr"
"330",330," Rushworth talked of the west front"
"331",331,"""  ""Yes, it is exactly behind the house; begins at a little distance, and ascends for half a mile to the extremity of the grounds"
"332",332," You may see something of it here--something of the more distant trees"
"333",333," It is oak entirely"
"334",334,"""  Miss Bertram could now speak with decided information of what she had known nothing about when Mr"
"335",335," Rushworth had asked her opinion; and her spirits were in as happy a flutter as vanity and pride could furnish, when they drove up to the spacious stone steps before the principal entrance"
"336",336,"    CHAPTER IX  Mr"
"337",337," Rushworth was at the door to receive his fair lady; and the whole party were welcomed by him with due attention"
"338",338," In the drawing-room they were met with equal cordiality by the mother, and Miss Bertram had all the distinction with each that she could wish"
"339",339," After the business of arriving was over, it was first necessary to eat, and the doors were thrown open to admit them through one or two intermediate rooms into the appointed dining-parlour, where a collation was prepared with abundance and elegance"
"340",340," Much was said, and much was ate, and all went well"
"341",341," The particular object of the day was then considered"
"342",342," How would Mr"
"343",343," Crawford like, in what manner would he chuse, to take a survey of the grounds? Mr"
"344",344," Rushworth mentioned his curricle"
"345",345," Mr"
"346",346," Crawford suggested the greater desirableness of some carriage which might convey more than two"
"347",347," ""To be depriving themselves of the advantage of other eyes and other judgments, might be an evil even beyond the loss of present pleasure"
"348",348,"""  Mrs"
"349",349," Rushworth proposed that the chaise should be taken also; but this was scarcely received as an amendment: the young ladies neither smiled nor spoke"
"350",350," Her next proposition, of shewing the house to such of them as had not been there before, was more acceptable, for Miss Bertram was pleased to have its size displayed, and all were glad to be doing something"
"351",351,"  The whole party rose accordingly, and under Mrs"
"352",352," Rushworth's guidance were shewn through a number of rooms, all lofty, and many large, and amply furnished in the taste of fifty years back, with shining floors, solid mahogany, rich damask, marble, gilding, and carving, each handsome in its way"
"353",353," Of pictures there were abundance, and some few good, but the larger part were family portraits, no longer anything to anybody but Mrs"
"354",354," Rushworth, who had been at great pains to learn all that the housekeeper could teach, and was now almost equally well qualified to shew the house"
"355",355," On the present occasion she addressed herself chiefly to Miss Crawford and Fanny, but there was no comparison in the willingness of their attention; for Miss Crawford, who had seen scores of great houses, and cared for none of them, had only the appearance of civilly listening, while Fanny, to whom everything was almost as interesting as it was new, attended with unaffected earnestness to all that Mrs"
"356",356," Rushworth could relate of the family in former times, its rise and grandeur, regal visits and loyal efforts, delighted to connect anything with history already known, or warm her imagination with scenes of the past"
"357",357,"  The situation of the house excluded the possibility of much prospect from any of the rooms; and while Fanny and some of the others were attending Mrs"
"358",358," Rushworth, Henry Crawford was looking grave and shaking his head at the windows"
"359",359," Every room on the west front looked across a lawn to the beginning of the avenue immediately beyond tall iron palisades and gates"
"360",360,"  Having visited many more rooms than could be supposed to be of any other use than to contribute to the window-tax, and find employment for housemaids, ""Now,"" said Mrs"
"361",361," Rushworth, ""we are coming to the chapel, which properly we ought to enter from above, and look down upon; but as we are quite among friends, I will take you in this way, if you will excuse me"
"362",362,"""  They entered"
"363",363," Fanny's imagination had prepared her for something grander than a mere spacious, oblong room, fitted up for the purpose of devotion: with nothing more striking or more solemn than the profusion of mahogany, and the crimson velvet cushions appearing over the ledge of the family gallery above"
"364",364," ""I am disappointed,"" said she, in a low voice, to Edmund"
"365",365," ""This is not my idea of a chapel"
"366",366," There is nothing awful here, nothing melancholy, nothing grand"
"367",367," Here are no aisles, no arches, no inscriptions, no banners"
"368",368," No banners, cousin, to be 'blown by the night wind of heaven"
"369",369,"' No signs that a 'Scottish monarch sleeps below"
"370",370,"'""  ""You forget, Fanny, how lately all this has been built, and for how confined a purpose, compared with the old chapels of castles and monasteries"
"371",371," It was only for the private use of the family"
"372",372," They have been buried, I suppose, in the parish church"
"373",373," _There_ you must look for the banners and the achievements"
"374",374,"""  ""It was foolish of me not to think of all that; but I am disappointed"
"375",375,"""  Mrs"
"376",376," Rushworth began her relation"
"377",377," ""This chapel was fitted up as you see it, in James the Second's time"
"378",378," Before that period, as I understand, the pews were only wainscot; and there is some reason to think that the linings and cushions of the pulpit and family seat were only purple cloth; but this is not quite certain"
"379",379," It is a handsome chapel, and was formerly in constant use both morning and evening"
"380",380," Prayers were always read in it by the domestic chaplain, within the memory of many; but the late Mr"
"381",381," Rushworth left it off"
"382",382,"""  ""Every generation has its improvements,"" said Miss Crawford, with a smile, to Edmund"
"383",383,"  Mrs"
"384",384," Rushworth was gone to repeat her lesson to Mr"
"385",385," Crawford; and Edmund, Fanny, and Miss Crawford remained in a cluster together"
"386",386,"  ""It is a pity,"" cried Fanny, ""that the custom should have been discontinued"
"387",387," It was a valuable part of former times"
"388",388," There is something in a chapel and chaplain so much in character with a great house, with one's ideas of what such a household should be! A whole family assembling regularly for the purpose of prayer is fine!""  ""Very fine indeed,"" said Miss Crawford, laughing"
"389",389," ""It must do the heads of the family a great deal of good to force all the poor housemaids and footmen to leave business and pleasure, and say their prayers here twice a day, while they are inventing excuses themselves for staying away"
"390",390,"""  ""_That_ is hardly Fanny's idea of a family assembling,"" said Edmund"
"391",391," ""If the master and mistress do _not_ attend themselves, there must be more harm than good in the custom"
"392",392,"""  ""At any rate, it is safer to leave people to their own devices on such subjects"
"393",393," Everybody likes to go their own way--to chuse their own time and manner of devotion"
"394",394," The obligation of attendance, the formality, the restraint, the length of time--altogether it is a formidable thing, and what nobody likes; and if the good people who used to kneel and gape in that gallery could have foreseen that the time would ever come when men and women might lie another ten minutes in bed, when they woke with a headache, without danger of reprobation, because chapel was missed, they would have jumped with joy and envy"
"395",395," Cannot you imagine with what unwilling feelings the former belles of the house of Rushworth did many a time repair to this chapel? The young Mrs"
"396",396," Eleanors and Mrs"
"397",397," Bridgets--starched up into seeming piety, but with heads full of something very different--especially if the poor chaplain were not worth looking at--and, in those days, I fancy parsons were very inferior even to what they are now"
"398",398,"""  For a few moments she was unanswered"
"399",399," Fanny coloured and looked at Edmund, but felt too angry for speech; and he needed a little recollection before he could say, ""Your lively mind can hardly be serious even on serious subjects"
"400",400," You have given us an amusing sketch, and human nature cannot say it was not so"
"401",401," We must all feel _at_ _times_ the difficulty of fixing our thoughts as we could wish; but if you are supposing it a frequent thing, that is to say, a weakness grown into a habit from neglect, what could be expected from the _private_ devotions of such persons? Do you think the minds which are suffered, which are indulged in wanderings in a chapel, would be more collected in a closet?""  ""Yes, very likely"
"402",402," They would have two chances at least in their favour"
"403",403," There would be less to distract the attention from without, and it would not be tried so long"
"404",404,"""  ""The mind which does not struggle against itself under _one_ circumstance, would find objects to distract it in the _other_, I believe; and the influence of the place and of example may often rouse better feelings than are begun with"
"405",405," The greater length of the service, however, I admit to be sometimes too hard a stretch upon the mind"
"406",406," One wishes it were not so; but I have not yet left Oxford long enough to forget what chapel prayers are"
"407",407,"""  While this was passing, the rest of the party being scattered about the chapel, Julia called Mr"
"408",408," Crawford's attention to her sister, by saying, ""Do look at Mr"
"409",409," Rushworth and Maria, standing side by side, exactly as if the ceremony were going to be performed"
"410",410," Have not they completely the air of it?""  Mr"
"411",411," Crawford smiled his acquiescence, and stepping forward to Maria, said, in a voice which she only could hear, ""I do not like to see Miss Bertram so near the altar"
"412",412,"""  Starting, the lady instinctively moved a step or two, but recovering herself in a moment, affected to laugh, and asked him, in a tone not much louder, ""If he would give her away?""  ""I am afraid I should do it very awkwardly,"" was his reply, with a look of meaning"
"413",413,"  Julia, joining them at the moment, carried on the joke"
"414",414,"  ""Upon my word, it is really a pity that it should not take place directly, if we had but a proper licence, for here we are altogether, and nothing in the world could be more snug and pleasant"
"415",415,""" And she talked and laughed about it with so little caution as to catch the comprehension of Mr"
"416",416," Rushworth and his mother, and expose her sister to the whispered gallantries of her lover, while Mrs"
"417",417," Rushworth spoke with proper smiles and dignity of its being a most happy event to her whenever it took place"
"418",418,"  ""If Edmund were but in orders!"" cried Julia, and running to where he stood with Miss Crawford and Fanny: ""My dear Edmund, if you were but in orders now, you might perform the ceremony directly"
"419",419," How unlucky that you are not ordained; Mr"
"420",420," Rushworth and Maria are quite ready"
"421",421,"""  Miss Crawford's countenance, as Julia spoke, might have amused a disinterested observer"
"422",422," She looked almost aghast under the new idea she was receiving"
"423",423," Fanny pitied her"
"424",424," ""How distressed she will be at what she said just now,"" passed across her mind"
"425",425,"  ""Ordained!"" said Miss Crawford; ""what, are you to be a clergyman?""  ""Yes; I shall take orders soon after my father's return--probably at Christmas"
"426",426,"""  Miss Crawford, rallying her spirits, and recovering her complexion, replied only, ""If I had known this before, I would have spoken of the cloth with more respect,"" and turned the subject"
"427",427,"  The chapel was soon afterwards left to the silence and stillness which reigned in it, with few interruptions, throughout the year"
"428",428," Miss Bertram, displeased with her sister, led the way, and all seemed to feel that they had been there long enough"
"429",429,"  The lower part of the house had been now entirely shewn, and Mrs"
"430",430," Rushworth, never weary in the cause, would have proceeded towards the principal staircase, and taken them through all the rooms above, if her son had not interposed with a doubt of there being time enough"
"431",431," ""For if,"" said he, with the sort of self-evident proposition which many a clearer head does not always avoid, ""we are _too_ long going over the house, we shall not have time for what is to be done out of doors"
"432",432," It is past two, and we are to dine at five"
"433",433,"""  Mrs"
"434",434," Rushworth submitted; and the question of surveying the grounds, with the who and the how, was likely to be more fully agitated, and Mrs"
"435",435," Norris was beginning to arrange by what junction of carriages and horses most could be done, when the young people, meeting with an outward door, temptingly open on a flight of steps which led immediately to turf and shrubs, and all the sweets of pleasure-grounds, as by one impulse, one wish for air and liberty, all walked out"
"436",436,"  ""Suppose we turn down here for the present,"" said Mrs"
"437",437," Rushworth, civilly taking the hint and following them"
"438",438," ""Here are the greatest number of our plants, and here are the curious pheasants"
"439",439,"""  ""Query,"" said Mr"
"440",440," Crawford, looking round him, ""whether we may not find something to employ us here before we go farther? I see walls of great promise"
"441",441," Mr"
"442",442," Rushworth, shall we summon a council on this lawn?""  ""James,"" said Mrs"
"443",443," Rushworth to her son, ""I believe the wilderness will be new to all the party"
"444",444," The Miss Bertrams have never seen the wilderness yet"
"445",445,"""  No objection was made, but for some time there seemed no inclination to move in any plan, or to any distance"
"446",446," All were attracted at first by the plants or the pheasants, and all dispersed about in happy independence"
"447",447," Mr"
"448",448," Crawford was the first to move forward to examine the capabilities of that end of the house"
"449",449," The lawn, bounded on each side by a high wall, contained beyond the first planted area a bowling-green, and beyond the bowling-green a long terrace walk, backed by iron palisades, and commanding a view over them into the tops of the trees of the wilderness immediately adjoining"
"450",450," It was a good spot for fault-finding"
"451",451," Mr"
"452",452," Crawford was soon followed by Miss Bertram and Mr"
"453",453," Rushworth; and when, after a little time, the others began to form into parties, these three were found in busy consultation on the terrace by Edmund, Miss Crawford, and Fanny, who seemed as naturally to unite, and who, after a short participation of their regrets and difficulties, left them and walked on"
"454",454," The remaining three, Mrs"
"455",455," Rushworth, Mrs"
"456",456," Norris, and Julia, were still far behind; for Julia, whose happy star no longer prevailed, was obliged to keep by the side of Mrs"
"457",457," Rushworth, and restrain her impatient feet to that lady's slow pace, while her aunt, having fallen in with the housekeeper, who was come out to feed the pheasants, was lingering behind in gossip with her"
"458",458," Poor Julia, the only one out of the nine not tolerably satisfied with their lot, was now in a state of complete penance, and as different from the Julia of the barouche-box as could well be imagined"
"459",459," The politeness which she had been brought up to practise as a duty made it impossible for her to escape; while the want of that higher species of self-command, that just consideration of others, that knowledge of her own heart, that principle of right, which had not formed any essential part of her education, made her miserable under it"
"460",460,"  ""This is insufferably hot,"" said Miss Crawford, when they had taken one turn on the terrace, and were drawing a second time to the door in the middle which opened to the wilderness"
"461",461," ""Shall any of us object to being comfortable? Here is a nice little wood, if one can but get into it"
"462",462," What happiness if the door should not be locked! but of course it is; for in these great places the gardeners are the only people who can go where they like"
"463",463,"""  The door, however, proved not to be locked, and they were all agreed in turning joyfully through it, and leaving the unmitigated glare of day behind"
"464",464," A considerable flight of steps landed them in the wilderness, which was a planted wood of about two acres, and though chiefly of larch and laurel, and beech cut down, and though laid out with too much regularity, was darkness and shade, and natural beauty, compared with the bowling-green and the terrace"
"465",465," They all felt the refreshment of it, and for some time could only walk and admire"
"466",466," At length, after a short pause, Miss Crawford began with, ""So you are to be a clergyman, Mr"
"467",467," Bertram"
"468",468," This is rather a surprise to me"
"469",469,"""  ""Why should it surprise you? You must suppose me designed for some profession, and might perceive that I am neither a lawyer, nor a soldier, nor a sailor"
"470",470,"""  ""Very true; but, in short, it had not occurred to me"
"471",471," And you know there is generally an uncle or a grandfather to leave a fortune to the second son"
"472",472,"""  ""A very praiseworthy practice,"" said Edmund, ""but not quite universal"
"473",473," I am one of the exceptions, and _being_ one, must do something for myself"
"474",474,"""  ""But why are you to be a clergyman? I thought _that_ was always the lot of the youngest, where there were many to chuse before him"
"475",475,"""  ""Do you think the church itself never chosen, then?""  ""_Never_ is a black word"
"476",476," But yes, in the _never_ of conversation, which means _not_ _very_ _often_, I do think it"
"477",477," For what is to be done in the church? Men love to distinguish themselves, and in either of the other lines distinction may be gained, but not in the church"
"478",478," A clergyman is nothing"
"479",479,"""  ""The _nothing_ of conversation has its gradations, I hope, as well as the _never_"
"480",480," A clergyman cannot be high in state or fashion"
"481",481," He must not head mobs, or set the ton in dress"
"482",482," But I cannot call that situation nothing which has the charge of all that is of the first importance to mankind, individually or collectively considered, temporally and eternally, which has the guardianship of religion and morals, and consequently of the manners which result from their influence"
"483",483," No one here can call the _office_ nothing"
"484",484," If the man who holds it is so, it is by the neglect of his duty, by foregoing its just importance, and stepping out of his place to appear what he ought not to appear"
"485",485,"""  ""_You_ assign greater consequence to the clergyman than one has been used to hear given, or than I can quite comprehend"
"486",486," One does not see much of this influence and importance in society, and how can it be acquired where they are so seldom seen themselves? How can two sermons a week, even supposing them worth hearing, supposing the preacher to have the sense to prefer Blair's to his own, do all that you speak of? govern the conduct and fashion the manners of a large congregation for the rest of the week? One scarcely sees a clergyman out of his pulpit"
"487",487,"""  ""_You_ are speaking of London, _I_ am speaking of the nation at large"
"488",488,"""  ""The metropolis, I imagine, is a pretty fair sample of the rest"
"489",489,"""  ""Not, I should hope, of the proportion of virtue to vice throughout the kingdom"
"490",490," We do not look in great cities for our best morality"
"491",491," It is not there that respectable people of any denomination can do most good; and it certainly is not there that the influence of the clergy can be most felt"
"492",492," A fine preacher is followed and admired; but it is not in fine preaching only that a good clergyman will be useful in his parish and his neighbourhood, where the parish and neighbourhood are of a size capable of knowing his private character, and observing his general conduct, which in London can rarely be the case"
"493",493," The clergy are lost there in the crowds of their parishioners"
"494",494," They are known to the largest part only as preachers"
"495",495," And with regard to their influencing public manners, Miss Crawford must not misunderstand me, or suppose I mean to call them the arbiters of good-breeding, the regulators of refinement and courtesy, the masters of the ceremonies of life"
"496",496," The _manners_ I speak of might rather be called _conduct_, perhaps, the result of good principles; the effect, in short, of those doctrines which it is their duty to teach and recommend; and it will, I believe, be everywhere found, that as the clergy are, or are not what they ought to be, so are the rest of the nation"
"497",497,"""  ""Certainly,"" said Fanny, with gentle earnestness"
"498",498,"  ""There,"" cried Miss Crawford, ""you have quite convinced Miss Price already"
"499",499,"""  ""I wish I could convince Miss Crawford too"
"500",500,"""  ""I do not think you ever will,"" said she, with an arch smile; ""I am just as much surprised now as I was at first that you should intend to take orders"
"501",501," You really are fit for something better"
"502",502," Come, do change your mind"
"503",503," It is not too late"
"504",504," Go into the law"
"505",505,"""  ""Go into the law! With as much ease as I was told to go into this wilderness"
"506",506,"""  ""Now you are going to say something about law being the worst wilderness of the two, but I forestall you; remember, I have forestalled you"
"507",507,"""  ""You need not hurry when the object is only to prevent my saying a _bon_ _mot_, for there is not the least wit in my nature"
"508",508," I am a very matter-of-fact, plain-spoken being, and may blunder on the borders of a repartee for half an hour together without striking it out"
"509",509,"""  A general silence succeeded"
"510",510," Each was thoughtful"
"511",511," Fanny made the first interruption by saying, ""I wonder that I should be tired with only walking in this sweet wood; but the next time we come to a seat, if it is not disagreeable to you, I should be glad to sit down for a little while"
"512",512,"""  ""My dear Fanny,"" cried Edmund, immediately drawing her arm within his, ""how thoughtless I have been! I hope you are not very tired"
"513",513," Perhaps,"" turning to Miss Crawford, ""my other companion may do me the honour of taking an arm"
"514",514,"""  ""Thank you, but I am not at all tired"
"515",515,""" She took it, however, as she spoke, and the gratification of having her do so, of feeling such a connexion for the first time, made him a little forgetful of Fanny"
"516",516," ""You scarcely touch me,"" said he"
"517",517," ""You do not make me of any use"
"518",518," What a difference in the weight of a woman's arm from that of a man! At Oxford I have been a good deal used to have a man lean on me for the length of a street, and you are only a fly in the comparison"
"519",519,"""  ""I am really not tired, which I almost wonder at; for we must have walked at least a mile in this wood"
"520",520," Do not you think we have?""  ""Not half a mile,"" was his sturdy answer; for he was not yet so much in love as to measure distance, or reckon time, with feminine lawlessness"
"521",521,"  ""Oh! you do not consider how much we have wound about"
"522",522," We have taken such a very serpentine course, and the wood itself must be half a mile long in a straight line, for we have never seen the end of it yet since we left the first great path"
"523",523,"""  ""But if you remember, before we left that first great path, we saw directly to the end of it"
"524",524," We looked down the whole vista, and saw it closed by iron gates, and it could not have been more than a furlong in length"
"525",525,"""  ""Oh! I know nothing of your furlongs, but I am sure it is a very long wood, and that we have been winding in and out ever since we came into it; and therefore, when I say that we have walked a mile in it, I must speak within compass"
"526",526,"""  ""We have been exactly a quarter of an hour here,"" said Edmund, taking out his watch"
"527",527," ""Do you think we are walking four miles an hour?""  ""Oh! do not attack me with your watch"
"528",528," A watch is always too fast or too slow"
"529",529," I cannot be dictated to by a watch"
"530",530,"""  A few steps farther brought them out at the bottom of the very walk they had been talking of; and standing back, well shaded and sheltered, and looking over a ha-ha into the park, was a comfortable-sized bench, on which they all sat down"
"531",531,"  ""I am afraid you are very tired, Fanny,"" said Edmund, observing her; ""why would not you speak sooner? This will be a bad day's amusement for you if you are to be knocked up"
"532",532," Every sort of exercise fatigues her so soon, Miss Crawford, except riding"
"533",533,"""  ""How abominable in you, then, to let me engross her horse as I did all last week! I am ashamed of you and of myself, but it shall never happen again"
"534",534,"""  ""_Your_ attentiveness and consideration makes me more sensible of my own neglect"
"535",535," Fanny's interest seems in safer hands with you than with me"
"536",536,"""  ""That she should be tired now, however, gives me no surprise; for there is nothing in the course of one's duties so fatiguing as what we have been doing this morning: seeing a great house, dawdling from one room to another, straining one's eyes and one's attention, hearing what one does not understand, admiring what one does not care for"
"537",537," It is generally allowed to be the greatest bore in the world, and Miss Price has found it so, though she did not know it"
"538",538,"""  ""I shall soon be rested,"" said Fanny; ""to sit in the shade on a fine day, and look upon verdure, is the most perfect refreshment"
"539",539,"""  After sitting a little while Miss Crawford was up again"
"540",540," ""I must move,"" said she; ""resting fatigues me"
"541",541," I have looked across the ha-ha till I am weary"
"542",542," I must go and look through that iron gate at the same view, without being able to see it so well"
"543",543,"""  Edmund left the seat likewise"
"544",544," ""Now, Miss Crawford, if you will look up the walk, you will convince yourself that it cannot be half a mile long, or half half a mile"
"545",545,"""  ""It is an immense distance,"" said she; ""I see _that_ with a glance"
"546",546,"""  He still reasoned with her, but in vain"
"547",547," She would not calculate, she would not compare"
"548",548," She would only smile and assert"
"549",549," The greatest degree of rational consistency could not have been more engaging, and they talked with mutual satisfaction"
"550",550," At last it was agreed that they should endeavour to determine the dimensions of the wood by walking a little more about it"
"551",551," They would go to one end of it, in the line they were then in--for there was a straight green walk along the bottom by the side of the ha-ha--and perhaps turn a little way in some other direction, if it seemed likely to assist them, and be back in a few minutes"
"552",552," Fanny said she was rested, and would have moved too, but this was not suffered"
"553",553," Edmund urged her remaining where she was with an earnestness which she could not resist, and she was left on the bench to think with pleasure of her cousin's care, but with great regret that she was not stronger"
"554",554," She watched them till they had turned the corner, and listened till all sound of them had ceased"
"555",555,"    CHAPTER X  A quarter of an hour, twenty minutes, passed away, and Fanny was still thinking of Edmund, Miss Crawford, and herself, without interruption from any one"
"556",556," She began to be surprised at being left so long, and to listen with an anxious desire of hearing their steps and their voices again"
"557",557," She listened, and at length she heard; she heard voices and feet approaching; but she had just satisfied herself that it was not those she wanted, when Miss Bertram, Mr"
"558",558," Rushworth, and Mr"
"559",559," Crawford issued from the same path which she had trod herself, and were before her"
"560",560,"  ""Miss Price all alone"" and ""My dear Fanny, how comes this?"" were the first salutations"
"561",561," She told her story"
"562",562," ""Poor dear Fanny,"" cried her cousin, ""how ill you have been used by them! You had better have staid with us"
"563",563,"""  Then seating herself with a gentleman on each side, she resumed the conversation which had engaged them before, and discussed the possibility of improvements with much animation"
"564",564," Nothing was fixed on; but Henry Crawford was full of ideas and projects, and, generally speaking, whatever he proposed was immediately approved, first by her, and then by Mr"
"565",565," Rushworth, whose principal business seemed to be to hear the others, and who scarcely risked an original thought of his own beyond a wish that they had seen his friend Smith's place"
"566",566,"  After some minutes spent in this way, Miss Bertram, observing the iron gate, expressed a wish of passing through it into the park, that their views and their plans might be more comprehensive"
"567",567," It was the very thing of all others to be wished, it was the best, it was the only way of proceeding with any advantage, in Henry Crawford's opinion; and he directly saw a knoll not half a mile off, which would give them exactly the requisite command of the house"
"568",568," Go therefore they must to that knoll, and through that gate; but the gate was locked"
"569",569," Mr"
"570",570," Rushworth wished he had brought the key; he had been very near thinking whether he should not bring the key; he was determined he would never come without the key again; but still this did not remove the present evil"
"571",571," They could not get through; and as Miss Bertram's inclination for so doing did by no means lessen, it ended in Mr"
"572",572," Rushworth's declaring outright that he would go and fetch the key"
"573",573," He set off accordingly"
"574",574,"  ""It is undoubtedly the best thing we can do now, as we are so far from the house already,"" said Mr"
"575",575," Crawford, when he was gone"
"576",576,"  ""Yes, there is nothing else to be done"
"577",577," But now, sincerely, do not you find the place altogether worse than you expected?""  ""No, indeed, far otherwise"
"578",578," I find it better, grander, more complete in its style, though that style may not be the best"
"579",579," And to tell you the truth,"" speaking rather lower, ""I do not think that _I_ shall ever see Sotherton again with so much pleasure as I do now"
"580",580," Another summer will hardly improve it to me"
"581",581,"""  After a moment's embarrassment the lady replied, ""You are too much a man of the world not to see with the eyes of the world"
"582",582," If other people think Sotherton improved, I have no doubt that you will"
"583",583,"""  ""I am afraid I am not quite so much the man of the world as might be good for me in some points"
"584",584," My feelings are not quite so evanescent, nor my memory of the past under such easy dominion as one finds to be the case with men of the world"
"585",585,"""  This was followed by a short silence"
"586",586," Miss Bertram began again"
"587",587," ""You seemed to enjoy your drive here very much this morning"
"588",588," I was glad to see you so well entertained"
"589",589," You and Julia were laughing the whole way"
"590",590,"""  ""Were we? Yes, I believe we were; but I have not the least recollection at what"
"591",591," Oh! I believe I was relating to her some ridiculous stories of an old Irish groom of my uncle's"
"592",592," Your sister loves to laugh"
"593",593,"""  ""You think her more light-hearted than I am?""  ""More easily amused,"" he replied; ""consequently, you know,"" smiling, ""better company"
"594",594," I could not have hoped to entertain you with Irish anecdotes during a ten miles' drive"
"595",595,"""  ""Naturally, I believe, I am as lively as Julia, but I have more to think of now"
"596",596,"""  ""You have, undoubtedly; and there are situations in which very high spirits would denote insensibility"
"597",597," Your prospects, however, are too fair to justify want of spirits"
"598",598," You have a very smiling scene before you"
"599",599,"""  ""Do you mean literally or figuratively? Literally, I conclude"
"600",600," Yes, certainly, the sun shines, and the park looks very cheerful"
"601",601," But unluckily that iron gate, that ha-ha, give me a feeling of restraint and hardship"
"602",602," 'I cannot get out,' as the starling said"
"603",603,""" As she spoke, and it was with expression, she walked to the gate: he followed her"
"604",604," ""Mr"
"605",605," Rushworth is so long fetching this key!""  ""And for the world you would not get out without the key and without Mr"
"606",606," Rushworth's authority and protection, or I think you might with little difficulty pass round the edge of the gate, here, with my assistance; I think it might be done, if you really wished to be more at large, and could allow yourself to think it not prohibited"
"607",607,"""  ""Prohibited! nonsense! I certainly can get out that way, and I will"
"608",608," Mr"
"609",609," Rushworth will be here in a moment, you know; we shall not be out of sight"
"610",610,"""  ""Or if we are, Miss Price will be so good as to tell him that he will find us near that knoll: the grove of oak on the knoll"
"611",611,"""  Fanny, feeling all this to be wrong, could not help making an effort to prevent it"
"612",612," ""You will hurt yourself, Miss Bertram,"" she cried; ""you will certainly hurt yourself against those spikes; you will tear your gown; you will be in danger of slipping into the ha-ha"
"613",613," You had better not go"
"614",614,"""  Her cousin was safe on the other side while these words were spoken, and, smiling with all the good-humour of success, she said, ""Thank you, my dear Fanny, but I and my gown are alive and well, and so good-bye"
"615",615,"""  Fanny was again left to her solitude, and with no increase of pleasant feelings, for she was sorry for almost all that she had seen and heard, astonished at Miss Bertram, and angry with Mr"
"616",616," Crawford"
"617",617," By taking a circuitous route, and, as it appeared to her, very unreasonable direction to the knoll, they were soon beyond her eye; and for some minutes longer she remained without sight or sound of any companion"
"618",618," She seemed to have the little wood all to herself"
"619",619," She could almost have thought that Edmund and Miss Crawford had left it, but that it was impossible for Edmund to forget her so entirely"
"620",620,"  She was again roused from disagreeable musings by sudden footsteps: somebody was coming at a quick pace down the principal walk"
"621",621," She expected Mr"
"622",622," Rushworth, but it was Julia, who, hot and out of breath, and with a look of disappointment, cried out on seeing her, ""Heyday! Where are the others? I thought Maria and Mr"
"623",623," Crawford were with you"
"624",624,"""  Fanny explained"
"625",625,"  ""A pretty trick, upon my word! I cannot see them anywhere,"" looking eagerly into the park"
"626",626," ""But they cannot be very far off, and I think I am equal to as much as Maria, even without help"
"627",627,"""  ""But, Julia, Mr"
"628",628," Rushworth will be here in a moment with the key"
"629",629," Do wait for Mr"
"630",630," Rushworth"
"631",631,"""  ""Not I, indeed"
"632",632," I have had enough of the family for one morning"
"633",633," Why, child, I have but this moment escaped from his horrible mother"
"634",634," Such a penance as I have been enduring, while you were sitting here so composed and so happy! It might have been as well, perhaps, if you had been in my place, but you always contrive to keep out of these scrapes"
"635",635,"""  This was a most unjust reflection, but Fanny could allow for it, and let it pass: Julia was vexed, and her temper was hasty; but she felt that it would not last, and therefore, taking no notice, only asked her if she had not seen Mr"
"636",636," Rushworth"
"637",637,"  ""Yes, yes, we saw him"
"638",638," He was posting away as if upon life and death, and could but just spare time to tell us his errand, and where you all were"
