"","doc_id","token","sentence","Repeats","Affected Columns"
"253","Doc525 Row:525 Col:Text","Miss","visible below, she had willingly turned to look at some drawings of Miss",1,"`Text`"
"254","Doc527 Row:527 Col:Text","Miss","Miss Bingley's attention was quite as much engaged in watching Mr.",1,"`Text`"
"255","Doc527 Row:527 Col:Text","Bingley","Miss Bingley's attention was quite as much engaged in watching Mr.",1,"`Text`"
"256","Doc527 Row:527 Col:Text","Mr.","Miss Bingley's attention was quite as much engaged in watching Mr.",1,"`Text`"
"257","Doc534 Row:534 Col:Text","Nicholls","thing; and as soon as Nicholls has made white soup enough, I shall send",1,"`Text`"
"258","Doc54 Row:54 Col:Text","Mr.","Mr. Collins and Charlotte were both standing at the gate in conversation",1,"`Text`"
"259","Doc54 Row:54 Col:Text","Collins","Mr. Collins and Charlotte were both standing at the gate in conversation",1,"`Text`"
"260","Doc54 Row:54 Col:Text","Charlotte","Mr. Collins and Charlotte were both standing at the gate in conversation",1,"`Text`"
"261","Doc541 Row:541 Col:Text","Charlotte","eye on Charlotte.",1,"`Text`"
"262","Doc543 Row:543 Col:Text","Christmas","Last Christmas you were afraid of his marrying me,",1,"`Text`"
"263","Doc544 Row:544 Col:Text","Mr.","which soon brought to her recollection that Mr. Darcy's explanation",1,"`Text`"
"264","Doc544 Row:544 Col:Text","Darcy","which soon brought to her recollection that Mr. Darcy's explanation",1,"`Text`"
"265","Doc554 Row:554 Col:Text","Elizabeth","Elizabeth's impatience to acquaint Jane with what had happened could",1,"`Text`"
"266","Doc554 Row:554 Col:Text","Jane","Elizabeth's impatience to acquaint Jane with what had happened could",1,"`Text`"
"267","Doc555 Row:555 Col:Text","Netherfield","at Netherfield that I had any apprehension of his feeling a serious",1,"`Text`"
"268","Doc556 Row:556 Col:Text","Elizabeth","Elizabeth was sitting with her mother and sisters, reflecting on what",1,"`Text`"
"269","Doc557 Row:557 Col:Text","Elizabeth","Elizabeth preserved as steady a",1,"`Text`"
"270","Doc559 Row:559 Col:Text","Tuesday","They did not see the gentlemen again till Tuesday; and Mrs. Bennet, in",1,"`Text`"
"271","Doc559 Row:559 Col:Text","Mrs.","They did not see the gentlemen again till Tuesday; and Mrs. Bennet, in",1,"`Text`"
"272","Doc559 Row:559 Col:Text","Bennet","They did not see the gentlemen again till Tuesday; and Mrs. Bennet, in",1,"`Text`"
"273","Doc561 Row:561 Col:Text","God","Thank God!",1,"`Text`"
"274","Doc565 Row:565 Col:Text","Haggerston","Haggerston has our directions,",1,"`Text`"
"275","Doc571 Row:571 Col:Text","Mr.","And poor Mr. Darcy!",1,"`Text`"
"276","Doc571 Row:571 Col:Text","Darcy","And poor Mr. Darcy!",1,"`Text`"
"277","Doc571 Row:571 Col:Text","Lizzy","Dear Lizzy, only",1,"`Text`"
"278","Doc577 Row:577 Col:Text","Mrs.","""Then you would drink a great deal more than you ought,"" said Mrs.",1,"`Text`"
"279","Doc58 Row:58 Col:Text","Mr.","and have his library to himself; for thither Mr. Collins had followed",1,"`Text`"
"280","Doc58 Row:58 Col:Text","Collins","and have his library to himself; for thither Mr. Collins had followed",1,"`Text`"
"281","Doc585 Row:585 Col:Text","Darcy","On the strength of Darcy's regard, Bingley",1,"`Text`"
"282","Doc585 Row:585 Col:Text","Bingley","On the strength of Darcy's regard, Bingley",1,"`Text`"
"283","Doc590 Row:590 Col:Text","Mr.","actions been what Mr. Wickham represented them, so gross a violation of",1,"`Text`"
"284","Doc590 Row:590 Col:Text","Wickham","actions been what Mr. Wickham represented them, so gross a violation of",1,"`Text`"
"285","Doc592 Row:592 Col:Text","Elizabeth","Elizabeth had never been more at a loss to make her",1,"`Text`"
"286","Doc596 Row:596 Col:Text","Pemberley","Pemberley, Mr. Darcy!""",1,"`Text`"
"287","Doc596 Row:596 Col:Text","Mr.","Pemberley, Mr. Darcy!""",1,"`Text`"
"288","Doc596 Row:596 Col:Text","Darcy","Pemberley, Mr. Darcy!""",1,"`Text`"
"289","Doc608 Row:608 Col:Text","Georgiana","niece Georgiana went to Ramsgate last summer, I made a point of her",1,"`Text`"
"290","Doc610 Row:610 Col:Text","Bingley","Bingley had received his sanction to be happy, had she not seen his eyes",1,"`Text`"
"291","Doc618 Row:618 Col:Text","Rosings","""We have dined nine times at Rosings, besides drinking tea there twice!",1,"`Text`"
"292","Doc619 Row:619 Col:Text","Jenkinson","Jenkinson's room.",1,"`Text`"
"293","Doc623 Row:623 Col:Text","Mrs.","forbearance; and though Mrs. Phillips, as well as her sister, stood in",1,"`Text`"
"294","Doc623 Row:623 Col:Text","Phillips","forbearance; and though Mrs. Phillips, as well as her sister, stood in",1,"`Text`"
"295","Doc624 Row:624 Col:Text","Archbishop","either from the Archbishop, or Lady Catherine de Bourgh, by venturing to",1,"`Text`"
"296","Doc624 Row:624 Col:Text","Lady","either from the Archbishop, or Lady Catherine de Bourgh, by venturing to",1,"`Text`"
"297","Doc624 Row:624 Col:Text","Catherine","either from the Archbishop, or Lady Catherine de Bourgh, by venturing to",1,"`Text`"
"298","Doc624 Row:624 Col:Text","de","either from the Archbishop, or Lady Catherine de Bourgh, by venturing to",1,"`Text`"
"299","Doc624 Row:624 Col:Text","Bourgh","either from the Archbishop, or Lady Catherine de Bourgh, by venturing to",1,"`Text`"
"300","Doc626 Row:626 Col:Text","Darcy","you, that if Darcy were not such a great tall fellow, in comparison with",1,"`Text`"
"301","Doc63 Row:63 Col:Text","La","""La!",1,"`Text`"
"302","Doc63 Row:63 Col:Text","Maria","my dear,"" said Maria, quite shocked at the mistake, ""it is not",1,"`Text`"
"303","Doc630 Row:630 Col:Text","Netherfield","were returned, and to lament over his absence from the Netherfield ball.",1,"`Text`"
"304","Doc632 Row:632 Col:Text","Miss","Miss Bennet's mind gave a glow of such sweet animation to her face, as",1,"`Text`"
"305","Doc632 Row:632 Col:Text","Bennet","Miss Bennet's mind gave a glow of such sweet animation to her face, as",1,"`Text`"
"306","Doc634 Row:634 Col:Text","Mrs","Mrs. Long said so too, for I asked her whether you did not.",1,"`Text`"
"307","Doc634 Row:634 Col:Text","Long","Mrs. Long said so too, for I asked her whether you did not.",1,"`Text`"
"308","Doc635 Row:635 Col:Text","Longbourn","for the kindness he had received at Longbourn in the winter, and his",1,"`Text`"
"309","Doc637 Row:637 Col:Text","Lydia","It was not to be supposed that time would give Lydia that embarrassment",1,"`Text`"
"310","Doc638 Row:638 Col:Text","Hunsford","My reproofs at Hunsford could not work such a",1,"`Text`"
"311","Doc646 Row:646 Col:Text","Mrs.","talking over their route the evening before, Mrs.",1,"`Text`"
"312","Doc654 Row:654 Col:Text","Lydia","him, and Lydia exclaimed.",1,"`Text`"
"313","Doc660 Row:660 Col:Text","Mrs.","society she was of course carefully kept, and though Mrs.",1,"`Text`"
"314","Doc660 Row:660 Col:Text","Wickham","Wickham",1,"`Text`"
"315","Doc661 Row:661 Col:Text","Mrs.","Mrs. Bennet, accompanied by her",1,"`Text`"
"316","Doc661 Row:661 Col:Text","Bennet","Mrs. Bennet, accompanied by her",1,"`Text`"
"317","Doc667 Row:667 Col:Text","Elizabeth","But Elizabeth was not formed for ill-humour; and though every prospect",1,"`Text`"
"318","Doc668 Row:668 Col:Text","Charlotte","Charlotte did not stay much",1,"`Text`"
"319","Doc672 Row:672 Col:Text","Sir","Sir William and Lady Lucas were speedily applied to for their consent;",1,"`Text`"
"320","Doc672 Row:672 Col:Text","William","Sir William and Lady Lucas were speedily applied to for their consent;",1,"`Text`"
"321","Doc672 Row:672 Col:Text","Lady","Sir William and Lady Lucas were speedily applied to for their consent;",1,"`Text`"
"322","Doc672 Row:672 Col:Text","Lucas","Sir William and Lady Lucas were speedily applied to for their consent;",1,"`Text`"
"323","Doc682 Row:682 Col:Text","Derbyshire","in every respect, been as pleasing as when we were in Derbyshire.",1,"`Text`"
"324","Doc69 Row:69 Col:Text","Elizabeth","Elizabeth was pleased",1,"`Text`"
"325","Doc698 Row:698 Col:Text","Mr.","supposed about Mr. Bingley.",1,"`Text`"
"326","Doc698 Row:698 Col:Text","Bingley","supposed about Mr. Bingley.",1,"`Text`"
"327","Doc70 Row:70 Col:Text","Sir","scolding her, a month passed away before she could speak to Sir William",1,"`Text`"
"328","Doc70 Row:70 Col:Text","William","scolding her, a month passed away before she could speak to Sir William",1,"`Text`"
"329","Doc700 Row:700 Col:Text","Mr.","I understand that Mr. Collins has made",1,"`Text`"
"330","Doc700 Row:700 Col:Text","Collins","I understand that Mr. Collins has made",1,"`Text`"
"331","Doc704 Row:704 Col:Text","Mrs.","the goodwill of Mrs. Hurst and Miss Bingley; and though the mother was",1,"`Text`"
"332","Doc704 Row:704 Col:Text","Hurst","the goodwill of Mrs. Hurst and Miss Bingley; and though the mother was",1,"`Text`"
"333","Doc704 Row:704 Col:Text","Miss","the goodwill of Mrs. Hurst and Miss Bingley; and though the mother was",1,"`Text`"
"334","Doc704 Row:704 Col:Text","Bingley","the goodwill of Mrs. Hurst and Miss Bingley; and though the mother was",1,"`Text`"
"335","Doc71 Row:71 Col:Text","Elizabeth","""I deserve neither such praise nor such censure,"" cried Elizabeth; ""I am",1,"`Text`"
"336","Doc713 Row:713 Col:Text","Charlotte","Charlotte's evident enjoyment of it, Elizabeth supposed he must be often",1,"`Text`"
"337","Doc713 Row:713 Col:Text","Elizabeth","Charlotte's evident enjoyment of it, Elizabeth supposed he must be often",1,"`Text`"
"338","Doc719 Row:719 Col:Text","Mrs.","But he was set right there by Mrs. Bennet, who",1,"`Text`"
"339","Doc719 Row:719 Col:Text","Bennet","But he was set right there by Mrs. Bennet, who",1,"`Text`"
"340","Doc721 Row:721 Col:Text","Charlotte","Charlotte is an",1,"`Text`"
"341","Doc728 Row:728 Col:Text","Lizzy","I am truly glad, dearest Lizzy, that you",1,"`Text`"
"342","Doc730 Row:730 Col:Text","Gardiner","Gardiner's in town so much in love with her that my sister-in-law was",1,"`Text`"
"343","Doc736 Row:736 Col:Text","Bingley","of Bingley, which of course was to be inferior only to his own, he",1,"`Text`"
"344","Doc740 Row:740 Col:Text","London","for her in London; and last summer she went with the lady who presided",1,"`Text`"
"345","Doc741 Row:741 Col:Text","Elizabeth","at leisure to talk to Elizabeth, and she was very willing to hear",1,"`Text`"
"346","Doc743 Row:743 Col:Text","Lady","Lady Lucas has been very kind; she walked here on Wednesday morning to",1,"`Text`"
"347","Doc743 Row:743 Col:Text","Lucas","Lady Lucas has been very kind; she walked here on Wednesday morning to",1,"`Text`"
"348","Doc743 Row:743 Col:Text","Wednesday","Lady Lucas has been very kind; she walked here on Wednesday morning to",1,"`Text`"
"349","Doc744 Row:744 Col:Text","Elizabeth","Elizabeth had at first rather wondered that Charlotte should not prefer",1,"`Text`"
"350","Doc744 Row:744 Col:Text","Charlotte","Elizabeth had at first rather wondered that Charlotte should not prefer",1,"`Text`"
"351","Doc746 Row:746 Col:Text","Elizabeth","Elizabeth, still more affected, was earnest and solemn in her reply; and",1,"`Text`"
"352","Doc750 Row:750 Col:Text","Mrs.","means unwilling to preside at his table--nor was Mrs. Hurst, who had",1,"`Text`"
"353","Doc750 Row:750 Col:Text","Hurst","means unwilling to preside at his table--nor was Mrs. Hurst, who had",1,"`Text`"
"354","Doc751 Row:751 Col:Text","Lizzy","""You are joking, Lizzy.",1,"`Text`"
"355","Doc751 Row:751 Col:Text","Mr.","This cannot be!--engaged to Mr. Darcy!",1,"`Text`"
"356","Doc751 Row:751 Col:Text","Darcy","This cannot be!--engaged to Mr. Darcy!",1,"`Text`"
"357","Doc752 Row:752 Col:Text","Jane","Jane will be quite an old maid soon, I declare.",1,"`Text`"
"358","Doc754 Row:754 Col:Text","Mr.","of Mr. Darcy, that she would not trust herself with an answer, and",1,"`Text`"
"359","Doc754 Row:754 Col:Text","Darcy","of Mr. Darcy, that she would not trust herself with an answer, and",1,"`Text`"
"360","Doc76 Row:76 Col:Text","Mr.","would not have recognized it for Mr. Darcy.",1,"`Text`"
"361","Doc76 Row:76 Col:Text","Darcy","would not have recognized it for Mr. Darcy.",1,"`Text`"
"362","Doc766 Row:766 Col:Text","Mr.","Mr. Collins",1,"`Text`"
"363","Doc766 Row:766 Col:Text","Collins","Mr. Collins",1,"`Text`"
"364","Doc770 Row:770 Col:Text","Longbourn","her last letter to her friend from Longbourn had by some accident been",1,"`Text`"
"365","Doc773 Row:773 Col:Text","Jane","in her interest; but Jane, with all possible mildness, declined",1,"`Text`"
"366","Doc776 Row:776 Col:Text","Mary","Mary, though pretending not to hear, was somewhat disconcerted; and",1,"`Text`"
"367","Doc78 Row:78 Col:Text","Mrs.","Mrs. Bennet was quite",1,"`Text`"
"368","Doc78 Row:78 Col:Text","Bennet","Mrs. Bennet was quite",1,"`Text`"
"369","Doc781 Row:781 Col:Text","Miss","Miss Darcy was expected to dinner.",1,"`Text`"
"370","Doc781 Row:781 Col:Text","Darcy","Miss Darcy was expected to dinner.",1,"`Text`"
"371","Doc785 Row:785 Col:Text","E.","""E. GARDINER.""",1,"`Text`"
"372","Doc785 Row:785 Col:Text","GARDINER","""E. GARDINER.""",1,"`Text`"
"373","Doc787 Row:787 Col:Text","Mr.","about Mr. Robinson.""",1,"`Text`"
"374","Doc787 Row:787 Col:Text","Robinson","about Mr. Robinson.""",1,"`Text`"
"375","Doc793 Row:793 Col:Text","Mr.","inquiries which she very early received from Mr. Bingley by a housemaid,",1,"`Text`"
"376","Doc793 Row:793 Col:Text","Bingley","inquiries which she very early received from Mr. Bingley by a housemaid,",1,"`Text`"
"377","Doc795 Row:795 Col:Text","Darcy","Darcy formerly spoken of as a very proud, ill-natured boy.",1,"`Text`"
"378","Doc796 Row:796 Col:Text","Brighton","Brighton, and a whole",1,"`Text`"
"379","Doc798 Row:798 Col:Text","Mrs.","while Mrs. Collins and Maria were gone on business into the village,",1,"`Text`"
"380","Doc798 Row:798 Col:Text","Collins","while Mrs. Collins and Maria were gone on business into the village,",1,"`Text`"
"381","Doc798 Row:798 Col:Text","Maria","while Mrs. Collins and Maria were gone on business into the village,",1,"`Text`"
"382","Doc799 Row:799 Col:Text","Eliza","""My dear, Eliza, he must be in love with you, or he would never",1,"`Text`"
"383","Doc8 Row:8 Col:Text","Lizzy","She says Lizzy had better have taken Mr.",1,"`Text`"
"384","Doc8 Row:8 Col:Text","Mr.","She says Lizzy had better have taken Mr.",1,"`Text`"
"385","Doc803 Row:803 Col:Text","Chapter","Chapter 47",1,"`Text`"
"386","Doc808 Row:808 Col:Text","Chapter","Chapter 17",1,"`Text`"
"387","Doc809 Row:809 Col:Text","Longbourn","that the circumstance of my being next in the entail of Longbourn estate",1,"`Text`"
"388","Doc81 Row:81 Col:Text","Bennet","Bennet was diffuse in her good wishes for the felicity of her daughter,",1,"`Text`"
"389","Doc813 Row:813 Col:Text","Colonel","""He likes to have his own way very well,"" replied Colonel Fitzwilliam.",1,"`Text`"
"390","Doc813 Row:813 Col:Text","Fitzwilliam","""He likes to have his own way very well,"" replied Colonel Fitzwilliam.",1,"`Text`"
"391","Doc815 Row:815 Col:Text","Elizabeth","turned, and Elizabeth was the happy woman by whom he finally seated",1,"`Text`"
"392","Doc817 Row:817 Col:Text","Mrs.","garden to Mrs. Collins, sat for some time without speaking to anybody.",1,"`Text`"
"393","Doc817 Row:817 Col:Text","Collins","garden to Mrs. Collins, sat for some time without speaking to anybody.",1,"`Text`"
"394","Doc821 Row:821 Col:Text","Jane","her minute inquiries, that though Jane always struggled to support her",1,"`Text`"
"395","Doc822 Row:822 Col:Text","Mary","sister Mary, who having, in consequence of being the only plain one in",1,"`Text`"
"396","Doc825 Row:825 Col:Text","Consider","Consider Mr. Collins's respectability, and",1,"`Text`"
"397","Doc825 Row:825 Col:Text","Mr.","Consider Mr. Collins's respectability, and",1,"`Text`"
"398","Doc825 Row:825 Col:Text","Collins","Consider Mr. Collins's respectability, and",1,"`Text`"
"399","Doc83 Row:83 Col:Text","Netherfield","Netherfield Park is let at last?""",1,"`Text`"
"400","Doc83 Row:83 Col:Text","Park","Netherfield Park is let at last?""",1,"`Text`"
"401","Doc830 Row:830 Col:Text","Elizabeth","Elizabeth blushed and",1,"`Text`"
"402","Doc832 Row:832 Col:Text","Jane","Jane, make haste and tell us; make haste, my love.""",1,"`Text`"
"403","Doc834 Row:834 Col:Text","Mr.","Mr. Bennet accepted the challenge, observing that he acted",1,"`Text`"
"404","Doc834 Row:834 Col:Text","Bennet","Mr. Bennet accepted the challenge, observing that he acted",1,"`Text`"
"405","Doc840 Row:840 Col:Text","Mr.","""You mean to frighten me, Mr. Darcy, by coming in all this state to hear",1,"`Text`"
"406","Doc840 Row:840 Col:Text","Darcy","""You mean to frighten me, Mr. Darcy, by coming in all this state to hear",1,"`Text`"
"407","Doc842 Row:842 Col:Text","Lady","Lady Catherine, I believe, did a great deal to it when Mr.",1,"`Text`"
"408","Doc842 Row:842 Col:Text","Catherine","Lady Catherine, I believe, did a great deal to it when Mr.",1,"`Text`"
"409","Doc842 Row:842 Col:Text","Mr.","Lady Catherine, I believe, did a great deal to it when Mr.",1,"`Text`"
"410","Doc847 Row:847 Col:Text","Colonel","Colonel Forster gives us reason to expect",1,"`Text`"
"411","Doc847 Row:847 Col:Text","Forster","Colonel Forster gives us reason to expect",1,"`Text`"
"412","Doc848 Row:848 Col:Text","Elizabeth","Elizabeth silently attended",1,"`Text`"
"413","Doc852 Row:852 Col:Text","January","sometimes cold, did January and February pass away.",1,"`Text`"
"414","Doc852 Row:852 Col:Text","February","sometimes cold, did January and February pass away.",1,"`Text`"
"415","Doc852 Row:852 Col:Text","March","March was to take",1,"`Text`"
"416","Doc853 Row:853 Col:Text","Mr.","and who had opportunities of seeing him in unguarded moments, which Mr.",1,"`Text`"
"417","Doc854 Row:854 Col:Text","Mrs","Mrs. Bennet, in short, was in very great spirits; she had seen enough of",1,"`Text`"
"418","Doc854 Row:854 Col:Text","Bennet","Mrs. Bennet, in short, was in very great spirits; she had seen enough of",1,"`Text`"
"419","Doc857 Row:857 Col:Text","Elizabeth","""And of your infliction,"" cried Elizabeth with energy.",1,"`Text`"
"420","Doc861 Row:861 Col:Text","Mr.","between Mr. Darcy and herself.",1,"`Text`"
"421","Doc861 Row:861 Col:Text","Darcy","between Mr. Darcy and herself.",1,"`Text`"
"422","Doc887 Row:887 Col:Text","Kitty","to her mother and Kitty; but her letters were always long expected, and",1,"`Text`"
"423","Doc889 Row:889 Col:Text","Jane","to Jane, and she wavered as to the greater probability of his coming",1,"`Text`"
"424","Doc89 Row:89 Col:Text","Wickham","""I will not trust myself on the subject,"" replied Wickham; ""I can hardly",1,"`Text`"
"425","Doc893 Row:893 Col:Text","Colonel","conversation with Colonel Forster?""",1,"`Text`"
"426","Doc893 Row:893 Col:Text","Forster","conversation with Colonel Forster?""",1,"`Text`"
"427","Doc895 Row:895 Col:Text","Colonel","""Colonel Forster did own that he had often suspected some partiality,",1,"`Text`"
"428","Doc895 Row:895 Col:Text","Forster","""Colonel Forster did own that he had often suspected some partiality,",1,"`Text`"
"429","Doc906 Row:906 Col:Text","Netherfield","her daughters remaining at Netherfield till the following Tuesday, which",1,"`Text`"
"430","Doc906 Row:906 Col:Text","Tuesday","her daughters remaining at Netherfield till the following Tuesday, which",1,"`Text`"
"431","Doc910 Row:910 Col:Text","London","To be sure London was",1,"`Text`"
"432","Doc913 Row:913 Col:Text","Good","""Good Lord!",1,"`Text`"
"433","Doc913 Row:913 Col:Text","Lord","""Good Lord!",1,"`Text`"
"434","Doc913 Row:913 Col:Text","Sir","Sir William, how can you tell such a story?",1,"`Text`"
"435","Doc913 Row:913 Col:Text","William","Sir William, how can you tell such a story?",1,"`Text`"
"436","Doc92 Row:92 Col:Text","Netherfield","Breakfast was scarcely over when a servant from Netherfield",1,"`Text`"
"437","Doc922 Row:922 Col:Text","Lady","were got into the garden, and here is nothing but Lady Catherine and her",1,"`Text`"
"438","Doc922 Row:922 Col:Text","Catherine","were got into the garden, and here is nothing but Lady Catherine and her",1,"`Text`"
"439","Doc923 Row:923 Col:Text","Christmas","""Yes, she will remain there till Christmas.""",1,"`Text`"
"440","Doc924 Row:924 Col:Text","Elizabeth","longer, and Elizabeth was then left to reflect on what she had heard.",1,"`Text`"
"441","Doc925 Row:925 Col:Text","Mr.","with:--""It is _your_ turn to say something now, Mr. Darcy.",1,"`Text`"
"442","Doc925 Row:925 Col:Text","Darcy","with:--""It is _your_ turn to say something now, Mr. Darcy.",1,"`Text`"
"443","Doc928 Row:928 Col:Text","Mr.","vain for Mr. Wickham among the cluster of red coats there assembled, a",1,"`Text`"
"444","Doc928 Row:928 Col:Text","Wickham","vain for Mr. Wickham among the cluster of red coats there assembled, a",1,"`Text`"
"445","Doc930 Row:930 Col:Text","Mary","younger girls, and Mary might have been prevailed on to accept him.",1,"`Text`"
"446","Doc932 Row:932 Col:Text","Elizabeth","Elizabeth looked surprised.",1,"`Text`"
"447","Doc933 Row:933 Col:Text","Jane","""To Jane herself,"" she exclaimed, ""there could be no possibility of",1,"`Text`"
"448","Doc935 Row:935 Col:Text","Darcy","Darcy took up a book; Miss Bingley did the same;",1,"`Text`"
"449","Doc935 Row:935 Col:Text","Miss","Darcy took up a book; Miss Bingley did the same;",1,"`Text`"
"450","Doc935 Row:935 Col:Text","Bingley","Darcy took up a book; Miss Bingley did the same;",1,"`Text`"
"451","Doc941 Row:941 Col:Text","Mr.","Mr.",1,"`Text`"
"452","Doc944 Row:944 Col:Text","Lady","She had already learnt that Lady Catherine was still in the country.",1,"`Text`"
"453","Doc944 Row:944 Col:Text","Catherine","She had already learnt that Lady Catherine was still in the country.",1,"`Text`"
"454","Doc949 Row:949 Col:Text","Elizabeth","Elizabeth, feeling all the more than common awkwardness and anxiety of",1,"`Text`"
"455","Doc951 Row:951 Col:Text","Liverpool","is gone down to her uncle at Liverpool:",1,"`Text`"
"456","Doc951 Row:951 Col:Text","Wickham","Wickham is safe.""",1,"`Text`"
"457","Doc957 Row:957 Col:Text","Colonel","Give my love to Colonel Forster.",1,"`Text`"
"458","Doc957 Row:957 Col:Text","Forster","Give my love to Colonel Forster.",1,"`Text`"
"459","Doc961 Row:961 Col:Text","Elizabeth","ladies into the carriage; and when it drove off, Elizabeth saw him",1,"`Text`"
"460","Doc963 Row:963 Col:Text","Pemberley","neighbourhood, and take Pemberley for a kind of model.",1,"`Text`"
"461","Doc964 Row:964 Col:Text","Harriet","she asked the two Harringtons to come, but Harriet was ill, and so Pen",1,"`Text`"
"462","Doc964 Row:964 Col:Text","Pen","she asked the two Harringtons to come, but Harriet was ill, and so Pen",1,"`Text`"
"463","Doc968 Row:968 Col:Text","Bingley","and warmth remained for Bingley's salutation.",1,"`Text`"
"464","Doc969 Row:969 Col:Text","Elizabeth","Elizabeth thanked him from her heart, and then walked towards the",1,"`Text`"
"465","Doc983 Row:983 Col:Text","Miss","Miss Bennet eagerly disclaimed all extraordinary merit, and threw back",1,"`Text`"
"466","Doc983 Row:983 Col:Text","Bennet","Miss Bennet eagerly disclaimed all extraordinary merit, and threw back",1,"`Text`"
"467","Doc99 Row:99 Col:Text","Wickham","Wickham and herself.",1,"`Text`"
"468","Doc99 Row:99 Col:Text","Jane","Jane listened with astonishment and concern; she",1,"`Text`"
"469","Doc991 Row:991 Col:Text","Mr.","partner she had scarcely replied, before Mr. Collins came up to them,",1,"`Text`"
"470","Doc991 Row:991 Col:Text","Collins","partner she had scarcely replied, before Mr. Collins came up to them,",1,"`Text`"
"471","Doc995 Row:995 Col:Text","mamma","were not by, when I told mamma and the others all about it.",1,"`Text`"
"472","Doc996 Row:996 Col:Text","Elizabeth","pleasure, but Elizabeth still saw superciliousness in their treatment",1,"`Text`"
"473","Doc997 Row:997 Col:Text","Bennet","Bennet, for many years after Lydia's birth, had been certain that he",1,"`Text`"
"474","Doc997 Row:997 Col:Text","Lydia","Bennet, for many years after Lydia's birth, had been certain that he",1,"`Text`"
"475","Doc999 Row:999 Col:Text","Mrs.","Mrs.",1,"`Text`"
