"","doc_id","token","sentence","Repeats","Affected Columns"
"257","Doc659 Row:659 Col:Text","Marianne","""Margaret,"" said Marianne with great warmth, ""you know that all this is",1,"`Text`"
"258","Doc665 Row:665 Col:Text","Sussex","expense of a journey from Sussex to do them honour.",1,"`Text`"
"259","Doc669 Row:669 Col:Text","Elinor","""It cannot be generally known,"" returned Elinor, ""for her own family do",1,"`Text`"
"260","Doc675 Row:675 Col:Text","Margaret","into the house, whither Margaret was just arrived, and quitted not his",1,"`Text`"
"261","Doc676 Row:676 Col:Text","Combe","summits Combe Magna might be seen.",1,"`Text`"
"262","Doc676 Row:676 Col:Text","Magna","summits Combe Magna might be seen.",1,"`Text`"
"263","Doc685 Row:685 Col:Text","Colonel","""Did not Colonel Brandon know of Sir John's proposal to your mother",1,"`Text`"
"264","Doc685 Row:685 Col:Text","Brandon","""Did not Colonel Brandon know of Sir John's proposal to your mother",1,"`Text`"
"265","Doc685 Row:685 Col:Text","Sir","""Did not Colonel Brandon know of Sir John's proposal to your mother",1,"`Text`"
"266","Doc685 Row:685 Col:Text","John","""Did not Colonel Brandon know of Sir John's proposal to your mother",1,"`Text`"
"267","Doc691 Row:691 Col:Text","Marianne","there, and might yet, she hoped, cheat Marianne, at times, into some",1,"`Text`"
"268","Doc697 Row:697 Col:Text","Mrs.","""Oh, my love,"" cried Mrs. Palmer to her husband, who just then entered",1,"`Text`"
"269","Doc697 Row:697 Col:Text","Palmer","""Oh, my love,"" cried Mrs. Palmer to her husband, who just then entered",1,"`Text`"
"270","Doc698 Row:698 Col:Text","Elinor","an eager desire for the accommodation of Elinor, was making",1,"`Text`"
"271","Doc699 Row:699 Col:Text","Miss","""The lady then--Miss Grey I think you called her--is very rich?""",1,"`Text`"
"272","Doc699 Row:699 Col:Text","Grey","""The lady then--Miss Grey I think you called her--is very rich?""",1,"`Text`"
"273","Doc7 Row:7 Col:Text","Elinor","""Perhaps,"" continued Elinor, ""if I should happen to cut out, I may be",1,"`Text`"
"274","Doc701 Row:701 Col:Text","Marianne","little of that address which Marianne could never condescend to",1,"`Text`"
"275","Doc705 Row:705 Col:Text","Mrs.","of Mrs. Ferrars's creation, preserved her from all dependence upon her",1,"`Text`"
"276","Doc705 Row:705 Col:Text","Ferrars","of Mrs. Ferrars's creation, preserved her from all dependence upon her",1,"`Text`"
"277","Doc706 Row:706 Col:Text","Mr.","by asking her whether she did not like Mr. Palmer excessively.",1,"`Text`"
"278","Doc706 Row:706 Col:Text","Palmer","by asking her whether she did not like Mr. Palmer excessively.",1,"`Text`"
"279","Doc711 Row:711 Col:Text","Marianne","that Marianne was unwell, was too polite to object for a moment to her",1,"`Text`"
"280","Doc712 Row:712 Col:Text","Marianne","Marianne's, as before.",1,"`Text`"
"281","Doc712 Row:712 Col:Text","Willoughby","Sometimes she could believe Willoughby to be as",1,"`Text`"
"282","Doc714 Row:714 Col:Text","Mrs.","Their claims to the notice of Mrs. John Dashwood, as the nieces of the",1,"`Text`"
"283","Doc714 Row:714 Col:Text","John","Their claims to the notice of Mrs. John Dashwood, as the nieces of the",1,"`Text`"
"284","Doc714 Row:714 Col:Text","Dashwood","Their claims to the notice of Mrs. John Dashwood, as the nieces of the",1,"`Text`"
"285","Doc72 Row:72 Col:Text","Marianne","Marianne.--THEN, if I had not been bound to silence, perhaps nothing",1,"`Text`"
"286","Doc720 Row:720 Col:Text","Mrs.","Mrs. Jennings, who had watched them with pleasure",1,"`Text`"
"287","Doc720 Row:720 Col:Text","Jennings","Mrs. Jennings, who had watched them with pleasure",1,"`Text`"
"288","Doc728 Row:728 Col:Text","Marianne","Marianne moved to the window--",1,"`Text`"
"289","Doc730 Row:730 Col:Text","Edward","""I am sorry to say, ma'am, in a most unhappy rupture:-- Edward is",1,"`Text`"
"290","Doc735 Row:735 Col:Text","Edward","I certainly should have represented it to Edward in a very",1,"`Text`"
"291","Doc744 Row:744 Col:Text","Mrs.","place,""--here he hesitated and looked down.--""Mrs. Smith had somehow or",1,"`Text`"
"292","Doc744 Row:744 Col:Text","Smith","place,""--here he hesitated and looked down.--""Mrs. Smith had somehow or",1,"`Text`"
"293","Doc745 Row:745 Col:Text","Richardsons","silk stockings and came off with the Richardsons.""",1,"`Text`"
"294","Doc747 Row:747 Col:Text","Lucy","Lucy really felt for Edward, whether there were any sincerity in her",1,"`Text`"
"295","Doc747 Row:747 Col:Text","Edward","Lucy really felt for Edward, whether there were any sincerity in her",1,"`Text`"
"296","Doc756 Row:756 Col:Text","Marianne","Marianne heard enough.",1,"`Text`"
"297","Doc761 Row:761 Col:Text","Marianne","""Marianne is as steadfast as ever, you see,"" said Elinor, ""she is not",1,"`Text`"
"298","Doc761 Row:761 Col:Text","Elinor","""Marianne is as steadfast as ever, you see,"" said Elinor, ""she is not",1,"`Text`"
"299","Doc763 Row:763 Col:Text","Marianne","approve of for Marianne, and which on her own account she had",1,"`Text`"
"300","Doc765 Row:765 Col:Text","Brandon","Brandon come back again""--",1,"`Text`"
"301","Doc777 Row:777 Col:Text","Miss","""Well, Miss Dashwood,"" said Mrs. Jennings, sagaciously smiling, as soon",1,"`Text`"
"302","Doc777 Row:777 Col:Text","Dashwood","""Well, Miss Dashwood,"" said Mrs. Jennings, sagaciously smiling, as soon",1,"`Text`"
"303","Doc777 Row:777 Col:Text","Mrs.","""Well, Miss Dashwood,"" said Mrs. Jennings, sagaciously smiling, as soon",1,"`Text`"
"304","Doc777 Row:777 Col:Text","Jennings","""Well, Miss Dashwood,"" said Mrs. Jennings, sagaciously smiling, as soon",1,"`Text`"
"305","Doc779 Row:779 Col:Text","Mr.","and Mr. Palmer is excessively pleased with you and your sisters I can",1,"`Text`"
"306","Doc779 Row:779 Col:Text","Palmer","and Mr. Palmer is excessively pleased with you and your sisters I can",1,"`Text`"
"307","Doc786 Row:786 Col:Text","Sir","Sir John called on them as soon as the next interval of fair weather",1,"`Text`"
"308","Doc786 Row:786 Col:Text","John","Sir John called on them as soon as the next interval of fair weather",1,"`Text`"
"309","Doc789 Row:789 Col:Text","Edward","hopeless for Edward, was already provided to enable him to marry;--and",1,"`Text`"
"310","Doc791 Row:791 Col:Text","Miss","of Miss Dashwood;--but it was inforced with so much real politeness by",1,"`Text`"
"311","Doc791 Row:791 Col:Text","Dashwood","of Miss Dashwood;--but it was inforced with so much real politeness by",1,"`Text`"
"312","Doc793 Row:793 Col:Text","Miss","friend of Miss Grey herself, else I am sure I should not have believed",1,"`Text`"
"313","Doc793 Row:793 Col:Text","Grey","friend of Miss Grey herself, else I am sure I should not have believed",1,"`Text`"
"314","Doc801 Row:801 Col:Text","John","John Dashwood, that not even her curiosity to see how she looked after",1,"`Text`"
"315","Doc801 Row:801 Col:Text","Dashwood","John Dashwood, that not even her curiosity to see how she looked after",1,"`Text`"
"316","Doc802 Row:802 Col:Text","Edward","done, and at last she determined to send for Edward.",1,"`Text`"
"317","Doc804 Row:804 Col:Text","Elinor","Elinor, without observing the varying complexion of her sister, and the",1,"`Text`"
"318","Doc805 Row:805 Col:Text","Marianne","""But perhaps the abuse of such people as yourself and Marianne will",1,"`Text`"
"319","Doc815 Row:815 Col:Text","Willoughby","last time to Willoughby.",1,"`Text`"
"320","Doc826 Row:826 Col:Text","Marianne","her directions for the future; while Marianne, who came into the",1,"`Text`"
"321","Doc827 Row:827 Col:Text","Mrs.","The same manners, however, which recommended Mrs. John Dashwood to the",1,"`Text`"
"322","Doc827 Row:827 Col:Text","John","The same manners, however, which recommended Mrs. John Dashwood to the",1,"`Text`"
"323","Doc827 Row:827 Col:Text","Dashwood","The same manners, however, which recommended Mrs. John Dashwood to the",1,"`Text`"
"324","Doc828 Row:828 Col:Text","Edward","In Edward--she knew not what she saw, nor what she",1,"`Text`"
"325","Doc831 Row:831 Col:Text","Elinor","THESE gave Elinor hopes of its being farther augmented hereafter; but",1,"`Text`"
"326","Doc832 Row:832 Col:Text","Marianne","Marianne's heart:",1,"`Text`"
"327","Doc841 Row:841 Col:Text","mama","Last night after tea, when you and mama went out",1,"`Text`"
"328","Doc842 Row:842 Col:Text","Middletons","The Dashwoods were so prodigiously delighted with the Middletons, that,",1,"`Text`"
"329","Doc844 Row:844 Col:Text","Miss","And what possible claim could the Miss Dashwoods,",1,"`Text`"
"330","Doc844 Row:844 Col:Text","Dashwoods","And what possible claim could the Miss Dashwoods,",1,"`Text`"
"331","Doc846 Row:846 Col:Text","Mrs.","thought my behaviour in asking so many questions about Mrs. Ferrars",1,"`Text`"
"332","Doc846 Row:846 Col:Text","Ferrars","thought my behaviour in asking so many questions about Mrs. Ferrars",1,"`Text`"
"333","Doc852 Row:852 Col:Text","Miss","But have you likewise heard that Miss Grey has fifty thousand",1,"`Text`"
"334","Doc852 Row:852 Col:Text","Grey","But have you likewise heard that Miss Grey has fifty thousand",1,"`Text`"
"335","Doc856 Row:856 Col:Text","Elinor","Elinor was alternately diverted and pained; but Marianne persevered,",1,"`Text`"
"336","Doc856 Row:856 Col:Text","Marianne","Elinor was alternately diverted and pained; but Marianne persevered,",1,"`Text`"
"337","Doc859 Row:859 Col:Text","Marianne","""I am afraid it is but too true,"" said Marianne; ""but why should you",1,"`Text`"
"338","Doc862 Row:862 Col:Text","Colonel","rest there was one for Colonel Brandon;--he took it, looked at the",1,"`Text`"
"339","Doc862 Row:862 Col:Text","Brandon","rest there was one for Colonel Brandon;--he took it, looked at the",1,"`Text`"
"340","Doc867 Row:867 Col:Text","Mrs.","The consequence of which was, that Mrs.",1,"`Text`"
"341","Doc869 Row:869 Col:Text","Elinor","Elinor thought it wisest to touch that point no more.",1,"`Text`"
"342","Doc871 Row:871 Col:Text","Marianne","days, that Marianne did not continue to gain strength as she had done;",1,"`Text`"
"343","Doc874 Row:874 Col:Text","Marianne","Have you forgot, Marianne,",1,"`Text`"
"344","Doc876 Row:876 Col:Text","Dashwood","Dashwood, ""if my children were all to be rich without my help.""",1,"`Text`"
"345","Doc88 Row:88 Col:Text","Colonel","The comfort of such a friend at that moment as Colonel Brandon--or such",1,"`Text`"
"346","Doc88 Row:88 Col:Text","Brandon","The comfort of such a friend at that moment as Colonel Brandon--or such",1,"`Text`"
"347","Doc887 Row:887 Col:Text","Miss","Miss Steeles as to Norland and their family connections, which had",1,"`Text`"
"348","Doc887 Row:887 Col:Text","Steeles","Miss Steeles as to Norland and their family connections, which had",1,"`Text`"
"349","Doc887 Row:887 Col:Text","Norland","Miss Steeles as to Norland and their family connections, which had",1,"`Text`"
"350","Doc89 Row:89 Col:Text","Sir","He wished her a good morning, and, attended by Sir John, left the room.",1,"`Text`"
"351","Doc89 Row:89 Col:Text","John","He wished her a good morning, and, attended by Sir John, left the room.",1,"`Text`"
"352","Doc890 Row:890 Col:Text","Lady","Lady Middleton was",1,"`Text`"
"353","Doc890 Row:890 Col:Text","Middleton","Lady Middleton was",1,"`Text`"
"354","Doc893 Row:893 Col:Text","Sir","She joined them sometimes at Sir John's, sometimes at",1,"`Text`"
"355","Doc893 Row:893 Col:Text","John","She joined them sometimes at Sir John's, sometimes at",1,"`Text`"
"356","Doc894 Row:894 Col:Text","Margaret","Margaret,",1,"`Text`"
"357","Doc913 Row:913 Col:Text","Marianne","""Perhaps,"" said Marianne, ""I may consider it with some surprise.",1,"`Text`"
"358","Doc916 Row:916 Col:Text","Mrs.","""I should be puzzled to spend so large a fortune myself,"" said Mrs.",1,"`Text`"
"359","Doc918 Row:918 Col:Text","Lady","Lady Middleton was equally pleased with Mrs. Dashwood.",1,"`Text`"
"360","Doc918 Row:918 Col:Text","Middleton","Lady Middleton was equally pleased with Mrs. Dashwood.",1,"`Text`"
"361","Doc918 Row:918 Col:Text","Mrs.","Lady Middleton was equally pleased with Mrs. Dashwood.",1,"`Text`"
"362","Doc918 Row:918 Col:Text","Dashwood","Lady Middleton was equally pleased with Mrs. Dashwood.",1,"`Text`"
"363","Doc924 Row:924 Col:Text","HERS","that end, and HERS must be gained by it in time.",1,"`Text`"
"364","Doc928 Row:928 Col:Text","Colonel","Well, I shall spirit up the Colonel as soon as I can.",1,"`Text`"
"365","Doc93 Row:93 Col:Text","Barton","When you leave Barton to",1,"`Text`"
"366","Doc930 Row:930 Col:Text","Elinor","Elinor was disappointed too; but at the same time her",1,"`Text`"
"367","Doc932 Row:932 Col:Text","Dorsetshire","Dorsetshire!",1,"`Text`"
"368","Doc932 Row:932 Col:Text","Dorsetshire","I know very little of Dorsetshire;",1,"`Text`"
"369","Doc933 Row:933 Col:Text","Elinor","""You are mistaken, Elinor,"" said she warmly, ""in supposing I know very",1,"`Text`"
"370","Doc934 Row:934 Col:Text","Elinor","Elinor felt all the reasonableness of the idea, and it",1,"`Text`"
"371","Doc941 Row:941 Col:Text","Mr.","Mr. Willoughby is unfathomable!",1,"`Text`"
"372","Doc941 Row:941 Col:Text","Willoughby","Mr. Willoughby is unfathomable!",1,"`Text`"
"373","Doc944 Row:944 Col:Text","Mrs.","eldest son of Mrs. Ferrars, of Park Street, and brother of your",1,"`Text`"
"374","Doc944 Row:944 Col:Text","Ferrars","eldest son of Mrs. Ferrars, of Park Street, and brother of your",1,"`Text`"
"375","Doc944 Row:944 Col:Text","Park","eldest son of Mrs. Ferrars, of Park Street, and brother of your",1,"`Text`"
"376","Doc944 Row:944 Col:Text","Street","eldest son of Mrs. Ferrars, of Park Street, and brother of your",1,"`Text`"
"377","Doc948 Row:948 Col:Text","Marianne","first, believed Marianne his real favourite, to make her suspect it",1,"`Text`"
"378","Doc950 Row:950 Col:Text","Elinor","Most grateful did Elinor feel to Lady Middleton for observing, at this",1,"`Text`"
"379","Doc950 Row:950 Col:Text","Lady","Most grateful did Elinor feel to Lady Middleton for observing, at this",1,"`Text`"
"380","Doc950 Row:950 Col:Text","Middleton","Most grateful did Elinor feel to Lady Middleton for observing, at this",1,"`Text`"
"381","Doc954 Row:954 Col:Text","Mrs","Mrs. Jennings was so far from being weary of her guests, that she",1,"`Text`"
"382","Doc954 Row:954 Col:Text","Jennings","Mrs. Jennings was so far from being weary of her guests, that she",1,"`Text`"
"383","Doc956 Row:956 Col:Text","Marianne","to speak, and it was to notice Marianne's altered looks, and express",1,"`Text`"
"384","Doc958 Row:958 Col:Text","Mrs.","Mrs. Ferrars,",1,"`Text`"
"385","Doc958 Row:958 Col:Text","Ferrars","Mrs. Ferrars,",1,"`Text`"
"386","Doc96 Row:96 Col:Text","Willoughby","kindness by mentioning the offer, and to tell Willoughby when she saw",1,"`Text`"
"387","Doc960 Row:960 Col:Text","Mrs.","""But Mrs. John Dashwood would not much approve of Edward's going into",1,"`Text`"
"388","Doc960 Row:960 Col:Text","John","""But Mrs. John Dashwood would not much approve of Edward's going into",1,"`Text`"
"389","Doc960 Row:960 Col:Text","Dashwood","""But Mrs. John Dashwood would not much approve of Edward's going into",1,"`Text`"
"390","Doc960 Row:960 Col:Text","Edward","""But Mrs. John Dashwood would not much approve of Edward's going into",1,"`Text`"
"391","Doc962 Row:962 Col:Text","Mrs.","""Mrs. Robert Ferrars!""--was repeated by Marianne and her mother in an",1,"`Text`"
"392","Doc962 Row:962 Col:Text","Robert","""Mrs. Robert Ferrars!""--was repeated by Marianne and her mother in an",1,"`Text`"
"393","Doc962 Row:962 Col:Text","Ferrars","""Mrs. Robert Ferrars!""--was repeated by Marianne and her mother in an",1,"`Text`"
"394","Doc962 Row:962 Col:Text","Marianne","""Mrs. Robert Ferrars!""--was repeated by Marianne and her mother in an",1,"`Text`"
"395","Doc970 Row:970 Col:Text","Mrs.","cried Mrs. Dashwood as she",1,"`Text`"
"396","Doc970 Row:970 Col:Text","Dashwood","cried Mrs. Dashwood as she",1,"`Text`"
"397","Doc973 Row:973 Col:Text","Norland","Norland after he first felt her influence over him to be more than it",1,"`Text`"
"398","Doc974 Row:974 Col:Text","Edward","Delaford to Edward.""",1,"`Text`"
"399","Doc975 Row:975 Col:Text","Miss","stiffly than ever, pronounced in retort this bitter philippic, ""Miss",1,"`Text`"
"400","Doc976 Row:976 Col:Text","Ferrars","how can it be done?' said she; 'my dear Ferrars, do tell me how it is",1,"`Text`"
"401","Doc982 Row:982 Col:Text","Marianne","for the health of Marianne, to procure those inquiries which had been",1,"`Text`"
"402","Doc983 Row:983 Col:Text","Lady","ineffectual till Lady Middleton luckily remembering that in a scene of",1,"`Text`"
"403","Doc983 Row:983 Col:Text","Middleton","ineffectual till Lady Middleton luckily remembering that in a scene of",1,"`Text`"
"404","Doc984 Row:984 Col:Text","Lucy","""You may well be surprised,"" continued Lucy; ""for to be sure you could",1,"`Text`"
"405","Doc985 Row:985 Col:Text","Lucy","all so fond of Lucy, to be sure they will make no difficulty about it;'",1,"`Text`"
"406","Doc986 Row:986 Col:Text","Anne","""How can you say so, Anne?""",1,"`Text`"
"407","Doc986 Row:986 Col:Text","Lucy","cried Lucy, who generally made an amendment",1,"`Text`"
"408","Doc987 Row:987 Col:Text","Elinor","Elinor blushed for the insincerity of Edward's future wife, and",1,"`Text`"
"409","Doc987 Row:987 Col:Text","Edward","Elinor blushed for the insincerity of Edward's future wife, and",1,"`Text`"
"410","Doc988 Row:988 Col:Text","Plymouth","he had been staying a fortnight with some friends near Plymouth.""",1,"`Text`"
"411","Doc989 Row:989 Col:Text","Elinor","Elinor could hardly believe this to be true, as it seemed very unlikely",1,"`Text`"
"412","Doc992 Row:992 Col:Text","Elinor","In a short time Elinor saw Willoughby",1,"`Text`"
"413","Doc992 Row:992 Col:Text","Willoughby","In a short time Elinor saw Willoughby",1,"`Text`"
"414","Doc995 Row:995 Col:Text","Elinor","""Do not be offended, Elinor, if my praise of him is not in every thing",1,"`Text`"
"415","Doc996 Row:996 Col:Text","Margaret","""Oh dear!"" cried Margaret, ""how happy I should be!",1,"`Text`"
"416","Doc998 Row:998 Col:Text","Colonel","Colonel Brandon, and even the boisterous mirth of Sir John and his",1,"`Text`"
"417","Doc998 Row:998 Col:Text","Brandon","Colonel Brandon, and even the boisterous mirth of Sir John and his",1,"`Text`"
"418","Doc998 Row:998 Col:Text","Sir","Colonel Brandon, and even the boisterous mirth of Sir John and his",1,"`Text`"
"419","Doc998 Row:998 Col:Text","John","Colonel Brandon, and even the boisterous mirth of Sir John and his",1,"`Text`"
